n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres
150739,"
      Dealing with Dragons
",Patricia C. Wrede,"
  4.15
","

  78,737
  ratings
","

    3,219
    reviews
",,015204566X,9780152045661),Paperback,,212 pages,"
            Published
        November 1st 2002
         by HMH Books for Young Readers

            
              (first published 1990)
            
","['Fantasy', 'Young Adult', 'Fantasy', 'Dragons', 'Fiction', 'Childrens', 'Childrens', 'Middle Grade']"
203818,"
      The New Oxford Annotated Bible: New Revised Standard Version
",Anonymous,"
  4.35
","

  3,208
  ratings
","

    215
    reviews
","Countless students, professors and general readers alike have relied upon The New Oxford Annotated Bible for essential scholarship and guidance to the world of the Bible. Now the Augmented Third Edition adds to the established reputation of this premier academic resource. A wealth of new maps, charts, and diagrams further clarify information found in the scripture pages. In addition, section introductions have been expanded and the book introductions have been made more uniform in order to enhance their utility. Of course, the Augmented Third Edition retains the features prized by students, including single column annotations at the foot of the pages, in-text background essays, charts, and maps, a page number-keyed index of all the study materials in the volume, and Oxford's renowned Bible maps. This timely edition maintains and extends the excellence the Annotated's users have come to expect, bringing still more insights, information, and approaches to bear upon the understanding of the biblical text.",0195288807,9780195288803),Hardcover,Augmented 3rd Edition,2432 pages,"
            Published
        February 2nd 2007
         by Oxford University Press, USA

            
              (first published 1920)
            
","['Religion', 'Reference', 'Religion', 'Christianity', 'Classics']"
25230946-mercy,"
      Mercy
",Lucian Bane,"
  3.95
","

  1,792
  ratings
","

    339
    reviews
","As a sadomasochist, Sade just wants to get and give pain in manageable and somewhat legal doses.All Mercy wants is to walk in her father's footsteps--a man who sacrificed everything to save her from a life of abuse and suffering.When Mercy finds an envelope on her doorstep leading her to Sade, the result is a collision of pain and mercy.For Sade, Mercy's kindness is dessert for his sadism, and her strength has his masochism hot and begging. Exploiting both for his own pleasure is his plan until he realizes that Mercy's got her own game. And playing it requires something he's never had.",English,English,Kindle Edition,,233 pages,"
            Published
        March 26th 2015
        

      ","['Dark', 'Adult Fiction', 'Erotica', 'Erotica', 'BDSM', 'Romance', 'Adult Fiction']"
6600807-jealousy,"
      Jealousy
",Lili St. Crow,"
  4.15
","

  22,599
  ratings
","

    714
    reviews
","Dru Anderson might finally be safe. She’s at the largest Schola on the continent, and beginning to learn what it means to be svetocha—half vampire, half human, and all deadly. If she survives her training, she will be able to take her place in the Order, holding back the vampires and protecting the oblivious normal people.But a web of lies and betrayals is still closing around her, just when she thinks she can relax a little. Her mentor Christophe is missing, her almost-boyfriend is acting weird, and the bodyguards she’s been assigned seem to know much more than they should. And then there’s the vampire attacks, the strange nightly visits, and the looks everyone keeps giving her. As if she should know something.Or as if she’s in danger.Someone high up in the Order is a traitor. They want Dru dead—but first, they want to know what she remembers of the night her mother died. Dru doesn’t want to remember, but it looks like she might have to—especially since once Christophe returns, he’ll be on trial for his life, and the only person who can save him is Dru.The problem is, once she remembers everything, she may not want to...",1595142908,9781595142900),Paperback,,316 pages,"
            Published
        July 29th 2010
         by Razorbill

            
              (first published July 28th 2010)
            
","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Fantasy', 'Urban Fantasy']"
11041,"
      Delta of Venus
",Anaïs Nin,"
  3.63
","

  17,492
  ratings
","

    1,071
    reviews
","In Delta of Venus Anaïs Nin penned a lush, magical world where the characters of her imagination possess the most universal of desires and exceptional of talents. Among these provocative stories, a Hungarian adventurer seduces wealthy women then vanishes with their money; a veiled woman selects strangers from a chic restaurant for private trysts; and a Parisian hatmaker named Mathilde leaves her husband for the opium dens of Peru. Delta of Venus is an extraordinarily rich and exotic collection from the master of erotic writing.",1579125743,9781579125745),Hardcover,,271 pages,"
            Published
        May 1st 2006
         by Black Dog & Leventhal Publishers

            
              (first published 1969)
            
","['Fiction', 'Adult Fiction', 'Erotica', 'Short Stories', 'Classics']"
30512,"
      Paddy Clarke Ha Ha Ha
",Roddy Doyle,"
  3.76
","

  18,842
  ratings
","

    792
    reviews
",,2264022442,9782264022448),Mass Market Paperback,,307 pages,"
            Published
        June 4th 1998
         by Editions 10/18

            
              (first published 1993)
            
","['Fiction', 'Cultural', 'Ireland', 'European Literature', 'Irish Literature']"
40881903-unparalleled,"
      Unparalleled
",D.S. Smith,"
  4.37
","

  1,023
  ratings
","

    32
    reviews
","Waking up in a strange house, with no memory of how or why he is there, Stuart Milton finds his life has changed beyond recognition. His pregnant wife is missing, but his only living relative, his brother, is incapable of substantiating his claim. Lost in a world of confusion that is spiralling out of his control, Stuart finds temporary salvation in a psychiatrist assigned to his case. Meanwhile, peculiar events across the world lead a team of Oxford scientists to develop top secret technology that will change the future of humanity. Betrayed by double agents, the race to control this technology endangers the lives of all involved, which unwittingly includes Stuart and his psychiatrist. This enthralling journey takes Stuart to the edge of sanity, culminating in an unparalleled climax of kidnapping, betrayal and murder.",//<![CDATA[,Combine,Kindle Edition,Second,287 pages,"
            Published
        September 1st 2019
         by Amazon Media EU S.à r.l.

      ",[]
25051,"
      Mrs. Piggle-Wiggle
",Betty MacDonald,"
  4.16
","

  49,725
  ratings
","

    1,269
    reviews
","Everyone loves Mrs. Piggle-WiggleMrs. Piggle-Wiggle lives in an upside-down house and smells like cookies. She was even married to a pirate once. Most of all, she knows everything about children. She can cure them of any ailment. Patsy hates baths. Hubert never puts anything away. Allen eats v-e-r-y slowly. Mrs Piggle-Wiggle has a treatment for all of them.The incomparable Mrs. Piggle-Wiggle loves children good or bad and never scolds but has positive cures for Answer-Backers, Never-Want-to-Go-to-Bedders, and other boys and girls with strange habits. '[Now] in paperback . . . for a new generation of children to enjoy.' -- San Francisco Examiner Chronicle.",0064401480,9780064401487),Paperback,,128 pages,"
            Published
        August 14th 2007
         by HarperCollins

            
              (first published 1947)
            
","['Childrens', 'Fiction']"
3863861-just-the-sexiest-man-alive,"
      Just the Sexiest Man Alive
",Julie James,"
  3.93
","

  40,979
  ratings
","

    2,113
    reviews
","No woman could resist him—except the one he wanted most...Cool, Calm, Collected...Nothing fazes Taylor Donovan. In the courtroom she never lets the opposition see her sweat. In her personal life, she never lets any man rattle her—not even her cheating ex-fiancé. So when she's assigned to coach People's ""Sexiest Man Alive"" for his role in his next big legal thriller, she refuses to fall for the Hollywood heartthrob's charms. Even if he is the Jason Andrews.Confident, Famous, Irresistible...Jason Andrews is used to having women fall at his feet. When Taylor Donovan gives him the cold shoulder, he's thrown for a loop. She's unlike any other woman he's ever met: uninterested in the limelight, seemingly immune to his advances, and shockingly capable of saying no to him. She's the perfect challenge. And the more she rejects him, the more he begins to realize she may just be his perfect match.",0425224201,9780425224205),Mass Market Paperback,,296 pages,"
            Published
        October 1st 2008
         by Berkley Sensation

      ","['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult', 'Humor', 'Funny']"
23594461-the-king-s-men,"
      The King's Men
",Nora Sakavic,"
  4.63
","

  18,028
  ratings
","

    2,578
    reviews
","Neil Josten is out of time. He knew when he came to PSU he wouldn't survive the year, but with his death right around the corner he's got more reasons than ever to live.Befriending the Foxes was inadvisable. Kissing one is unthinkable. Neil should know better than to get involved with anyone this close to the end, but Andrew's never been the easiest person to walk away from. If they both say it doesn't mean anything, maybe Neil won't regret losing it, but the one person Neil can't lie to is himself.He's got promises to keep and a team to get to championships if he can just outrun Riko a little longer, but Riko's not the only monster in Neil's life. The truth might get them all killed—or be Neil's one shot at getting out of this alive.",All,#3,ebook,,556 pages,"
            Published
        December 3rd 2014
        

            
              (first published December 2nd 2014)
            
","['LGBT', 'Contemporary', 'Young Adult', 'Sports and Games', 'Sports', 'Romance', 'M M Romance']"
104837,"
      Antony and Cleopatra
",William Shakespeare,"
  3.69
","

  27,859
  ratings
","

    1,080
    reviews
",,0743482859,9780743482851),Paperback,,336 pages,"
            Published
        2005
         by Washington Square Press

            
              (first published 1606)
            
","['Classics', 'Plays', 'Drama', 'Fiction', 'Historical', 'Historical Fiction', 'Plays', 'Theatre', 'Literature', 'Romance', 'Poetry', 'Academic', 'School']"
71776,"
      At Home in Mitford
",Jan Karon,"
  4.12
","

  55,569
  ratings
","

    3,348
    reviews
","Enter the world of Mitford, and you won't want to leave.It's easy to feel at home in Mitford. In these high, green hills, the air is pure, the village is charming, and the people are generally lovable.Yet, Father Tim, the bachelor rector, wants something more. Enter a dog the size of a sofa who moves in and won't go away. Add an attractive neighbor who begins wearing a path through the hedge. Now, stir in a lovable but unloved boy, a mystifying jewel theft, and a secret that's sixty years old.Suddenly, Father Tim gets more than he bargained for. And readers get a rich, provincial comedy in which mysteries and miracles abound.- Includes new Readers' Guide to group discussion or personal reflection- Includes a new introduction by Professor Dale Brown, a friend of Jan Karon.",1589190629,9781589190627),Paperback,,413 pages,"
            Published
        October 4th 2005
         by RiverOak Publishing

            
              (first published October 28th 1994)
            
","['Fiction', 'Christian Fiction', 'Christian']"
22584,"
      Flow My Tears, the Policeman Said
",Philip K. Dick,"
  3.91
","

  31,187
  ratings
","

    1,538
    reviews
","Jason Tavener woke up one morning to find himself completely unknown. The night before he had been the top-rated television star with millions of devoted watchers. The next day he was just an unidentified walking object, whose face nobody recognised, of whom no one had heard, and without the I.D. papers required in that near future.When he finally found a man who would agree to counterfeiting such cards for him, that man turned out to be a police informer. And then Taverner found out not only what it was like to be a nobody but also to be hunted by the whole apparatus of society.It was obvious that in some way Taverner had become the pea in in some sort of cosmic shell game - but how? And why?Philip K. Dick takes the reader on a walking tour of solipsism's scariest margin in his latest novel about the age we are already half into.",1857983416,9781857983418),Paperback,,204 pages,"
            Published
        November 8th 2001
         by Gollancz  

            
              (first published February 1974)
            
","['Science Fiction', 'Fiction']"
61672,"
      Bonjour tristesse
",Françoise Sagan,"
  3.63
","

  23,432
  ratings
","

    1,608
    reviews
","La villa est magnifique, l'été brûlant, la Méditerranée toute proche. Cécile a dix-sept ans. Elle ne connaît de l'amour que des baisers, des rendez-vous, des lassitudes. Pas pour longtemps. Son père, veuf, est un adepte joyeux des liaisons passagères et sans importance. Ils s'amusent, ils n'ont besoin de personne, ils sont heureux. La visite d'une femme de cœur, intelligente et calme, vient troubler ce délicieux désordre. Comment écarter la menace ? Dans la pinède embrasée, un jeu cruel se prépare.C'était l'été 1954. On entendait pour la première fois la voix sèche et rapide d'un « charmant petit monstre » qui allait faire scandale. la deuxième moitié du XXe siècle commençait. Elle serait à l'image de cette adolescente déchirée entre le remords et le culte du plaisir.",2266127748,9782266127745),Mass Market Paperback,,154 pages,"
            Published
        September 16th 2002
         by Pocket

            
              (first published 1954)
            
","['Fiction', 'Cultural', 'France', 'Classics', 'European Literature', 'French Literature']"
12908877-until-i-die,"
      Until I Die
",Amy Plum,"
  4.17
","

  27,454
  ratings
","

    2,040
    reviews
","Kate and Vincent have overcome the odds and at last they are together in Paris, the city of lights and love.As their romance deepens there’s one question they can’t ignore: How are they supposed to be together if Vincent can’t resist sacrificing himself to save others? Although Vincent promises that he’ll do whatever it takes to lead a normal life with Kate, will that mean letting innocent people die? When a new and surprising enemy reveals itself, Kate realizes that even more may be at stake—and that Vincent’s immortality is in jeopardy.In Die for Me, Amy Plum created a captivating paranormal mythology with immortal revenants and a lush Paris setting. Until I Die is poised to thrill readers with more heart-pounding suspense, spellbinding romance, and a cliff-hanger ending that will leave them desperate for the third and final novel in the series.",0062004042,9780062004048),Hardcover,,353 pages,"
            Published
        May 8th 2012
         by HarperCollins Publishers

      ","['Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Romance']"
48467,"
      Wise Blood
",Flannery O'Connor,"
  3.86
","

  24,175
  ratings
","

    2,033
    reviews
","Wise Blood, Flannery O’Connor’s astonishing and haunting first novel, is a classic of twentieth-century literature. It is a story of Hazel Motes, a twenty-two-year-old caught in an unending struggle against his innate, desperate faith. He falls under the spell of a ""blind"" street preacher named Asa Hawks and his degenerate fifteen-year-old daughter, Lily Sabbath. In an ironic, malicious gesture of his own non-faith, and to prove himself a greater cynic than Hawkes, Hazel Motes founds The Church of God Without Christ, but is still thwarted in his efforts to lose God. He meets Enoch Emery, a young man with ""wise blood,"" who leads him to a mummified holy child, and whose crazy maneuvers are a manifestation of Hazel's existential struggles. This tale of redemption, retribution, false prophets, blindness, blindings, and wisdoms gives us one of the most riveting characters in twentieth-century American fiction.",0374530637,9780374530631),Paperback,,256 pages,"
            Published
        March 6th 2007
         by Farrar Straus & Giroux

            
              (first published 1952)
            
","['Fiction', 'Classics', 'Gothic', 'Southern Gothic', 'Literature', 'Novels', 'American', 'Southern']"
26032825-the-cruel-prince,"
      The Cruel Prince
",Holly Black,"
  4.16
","

  111,925
  ratings
","

    18,667
    reviews
","Of course I want to be like them. They’re beautiful as blades forged in some divine fire. They will live forever.And Cardan is even more beautiful than the rest. I hate him more than all the others. I hate him so much that sometimes when I look at him, I can hardly breathe.Jude was seven when her parents were murdered and she and her two sisters were stolen away to live in the treacherous High Court of Faerie. Ten years later, Jude wants nothing more than to belong there, despite her mortality. But many of the fey despise humans. Especially Prince Cardan, the youngest and wickedest son of the High King.To win a place at the Court, she must defy him–and face the consequences.As Jude becomes more deeply embroiled in palace intrigues and deceptions, she discovers her own capacity for trickery and bloodshed. But as betrayal threatens to drown the Courts of Faerie in violence, Jude will need to risk her life in a dangerous alliance to save her sisters, and Faerie itself.",0316310271,9780316310277),Hardcover,,370 pages,"
            Published
        January 2nd 2018
         by Little, Brown Books for Young Readers

      ","['Fantasy', 'Young Adult', 'Fairies', 'Fae']"
40409718-post-office,"
      Post Office
",Charles Bukowski,"
  3.99
","

  87,618
  ratings
","

    3,501
    reviews
","""It began as a mistake."" By middle age, Henry Chinaski has lost more than twelve years of his life to the U.S. Postal Service. In a world where his three true, bitter pleasures are women, booze, and racetrack betting, he somehow drags his hangover out of bed every dawn to lug waterlogged mailbags up mud-soaked mountains, outsmart vicious guard dogs, and pray to survive the day-to-day trials of sadistic bosses and certifiable coworkers.This classic 1971 novel--the one that catapulted its author to national fame--is the perfect introduction to the grimly hysterical world of legendary writer, poet, and Dirty Old Man Charles Bukowski and his fictional alter ego, Chinaski.",B000SEGDNG,B000SEGDNG,Kindle Edition,,162 pages,"
            Published
        October 13th 2009
         by Ecco

            
              (first published 1971)
            
","['Fiction', 'Classics', 'Novels', 'Literature', 'Mystery', 'Thriller', 'Literature', 'American', 'Contemporary', 'Drama', 'Suspense']"
782580,"
      The Complete Poetry and Prose
",William Blake,"
  4.24
","

  14,917
  ratings
","

    82
    reviews
",,0385152132,9780385152136),Paperback,,1024 pages,"
            Published
        March 5th 1997
         by Anchor

            
              (first published 1913)
            
","['Poetry', 'Classics', 'Literature', 'Fiction', 'Medievalism', 'Romanticism']"
50667,"
      Little Big Man
",Thomas Berger,"
  4.25
","

  6,477
  ratings
","

    416
    reviews
","""I am a white man and never forget it, but I was brought up by the Cheyenne Indians from the age of ten.""So starts the story of Jack Crabb, the 111-year old narrator of Thomas Berger's masterpiece of American fiction. As a ""human being"", as the Cheyenne called their own, he won the name Little Big Man. He dressed in skins, feasted on dog, loved four wives and saw his people butchered by the horse soldiers of General Custer, the man he had sworn to kill.As a white man, Crabb hunted buffalo, tangled with Wyatt Earp, cheated Wild Bill Hickok and survived the Battle of Little Bighorn. Part-farcical, part-historical, the picaresque adventures of this witty, wily mythomaniac claimed the Wild West as the stuff of serious literature.",1860466419,9781860466410),Paperback,,422 pages,"
            Published
        May 1st 1999
         by Harvill Press

            
              (first published 1964)
            
","['Fiction', 'Historical', 'Historical Fiction', 'Westerns', 'Classics', 'Humor']"
89763,"
      Esperanza Rising
",Pam Muñoz Ryan,"
  3.96
","

  61,886
  ratings
","

    5,885
    reviews
","Esperanza thought she'd always live with her family on their ranch in Mexico--she'd always have fancy dresses, a beautiful home, and servants. But a sudden tragedy forces Esperanza and Mama to flee to California during the Great Depression, and to settle in a camp for Mexican farm workers. Esperanza isn't ready for the hard labor, financial struggles, or lack of acceptance she now faces. When their new life is threatened, Esperanza must find a way to rise above her difficult circumstances--Mama's life, and her own, depend on it.",043912042X,9780439120425),Paperback,,304 pages,"
            Published
        September 27th 2002
         by Scholastic, Inc.

            
              (first published January 1st 2000)
            
","['Historical', 'Historical Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Childrens', 'Cultural']"
40290,"
      Seventh Son
",Orson Scott Card,"
  3.86
","

  32,230
  ratings
","

    1,420
    reviews
",,076534775X,9780765347756),Mass Market Paperback,First mass market edition,241 pages,"
            Published
        April 1988
         by Tom Doherty Associates, LLC

            
              (first published July 1st 1987)
            
","['Fantasy', 'Fiction', 'Science Fiction', 'Alternate History', 'Science Fiction', 'Historical', 'Historical Fiction']"
45685,"
      The Canterville Ghost
",Oscar Wilde,"
  3.89
","

  37,718
  ratings
","

    2,169
    reviews
",,0744549515,9780744549515),Hardcover,,126 pages,"
            Published
        1997
         by Walker Books

            
              (first published February 23rd 1887)
            
","['Classics', 'Fiction', 'Short Stories', 'Fantasy', 'Horror', 'Humor']"
1902241,"
      The Adoration of Jenna Fox
",Mary E. Pearson,"
  3.69
","

  45,132
  ratings
","

    4,685
    reviews
","Who is Jenna Fox? Seventeen-year-old Jenna has been told that is her name. She has just awoken from a coma, they tell her, and she is still recovering from a terrible accident in which she was involved a year ago. But what happened before that? Jenna doesn't remember her life. Or does she? And are the memories really hers?This fascinating novel represents a stunning new direction for acclaimed author Mary Pearson. Set in a near future America, it takes readers on an unforgettable journey through questions of bio-medical ethics and the nature of humanity. Mary Pearson's vividly drawn characters and masterful writing soar to a new level of sophistication.",0805076689,9780805076684),Hardcover,,266 pages,"
            Published
        April 29th 2008
         by Henry Holt and Co.

      ","['Young Adult', 'Science Fiction', 'Science Fiction', 'Dystopia']"
28541,"
      Dragonsong
",Anne McCaffrey,"
  4.24
","

  44,797
  ratings
","

    1,339
    reviews
",,141692499X,9781416924999),Paperback,,192 pages,"
            Published
        June 1st 2006
         by Aladdin Paperbacks

            
              (first published March 1976)
            
","['Fantasy', 'Science Fiction', 'Fantasy', 'Dragons', 'Fiction']"
59780,"
      Cosmicomics
",Italo Calvino,"
  4.20
","

  15,851
  ratings
","

    1,124
    reviews
","Italo Calvino's extraordinary imagination and intelligence combine here in an enchanting series of stories about the evolution of the universe. He makes his characters out of mathematical formulae and simple cellular structures. They disport themselves among galaxies, experience the solidification of planets, move from aquatic to terrestrial existence, play games with hydrogen atoms, and even have a love life.During the course of these stories Calvino toys with continuous creation, the transformation of matter, and the expanding and contracting reaches of space and time. He succeeds in relating complex scientific concepts to the ordinary reactions of common humanity.William Weaver's excellent translation won a National Book Award in 1969“Naturally, we were all there,"" old Qfwfq said, ""where else could we have been? Nobody knew then that there could be space. Or time either: what use did we have for time, packed in there like sardines?”",0156226006,9780156226004),Paperback,,153 pages,"
            Published
        October 4th 1976
         by Mariner Books

            
              (first published 1965)
            
","['Fiction', 'Short Stories']"
8475505-rebel-belle,"
      Rebel Belle
",Rachel Hawkins,"
  3.85
","

  35,353
  ratings
","

    5,378
    reviews
","Harper Price, peerless Southern belle, was born ready for a Homecoming tiara. But after a strange run-in at the dance imbues her with incredible abilities, Harper's destiny takes a turn for the seriously weird. She becomes a Paladin, one of an ancient line of guardians with agility, super strength and lethal fighting instincts.Just when life can't get any more disastrously crazy, Harper finds out who she's charged to protect: David Stark, school reporter, subject of a mysterious prophecy and possibly Harper's least favorite person. But things get complicated when Harper starts falling for him—and discovers that David's own fate could very well be to destroy Earth.With snappy banter, cotillion dresses, non-stop action and a touch of magic, this new young adult series from bestseller Rachel Hawkins is going to make y'all beg for more.",0399256938,9780399256936),Hardcover,,345 pages,"
            Published
        April 8th 2014
         by Putnam Juvenile

      ","['Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance']"
500743,"
      The Wizard Heir
",Cinda Williams Chima,"
  4.14
","

  39,003
  ratings
","

    1,445
    reviews
","Sixteen-year-old Seph McCauley has spent the past three years getting kicked out of one exclusive private school after another. And it's not his attitude that's the problem: it's the trail of magical accidents - lately, disasters - that follow in his wake. Seph is a wizard, orphaned and untrained, and his powers are escalating out of control.After causing a tragic fire at an after-hours party, Seph is sent to the Havens, a secluded boys' school on the coast of Maine. Gregory Leicester, the headmaster, promises to train Seph in magic and initiate him into his mysterious order of wizards. But Seph's enthusiasm dampens when he learns that training comes at a steep cost, and that Leicester plans to use his students' powers to serve his own mysterious agenda.",1423104870,9781423104872),Hardcover,,458 pages,"
            Published
        June 10th 2008
         by Hyperion Books for Children

            
              (first published May 2007)
            
","['Fantasy', 'Young Adult', 'Fantasy', 'Magic']"
139569,"
      Stone Butch Blues
",Leslie Feinberg,"
  4.31
","

  16,674
  ratings
","

    940
    reviews
","Woman or man? This internationally acclaimed novel looks at the world through the eyes of Jess Goldberg, a masculine girl growing up in the ""Ozzie and Harriet"" McCarthy era and coming out as a young butch lesbian in the pre-Stonewall gay drag bars of a blue-collar town. Stone Butch Blues traces a propulsive journey, powerfully evoking history and politics while portraying an extraordinary protagonist full of longing, vulnerability, and working-class grit. This once-underground classic takes the reader on a roller-coaster ride of gender transformation and exploration and ultimately speaks to the heart of anyone who has ever suffered or gloried in being different.",1555838537,9781555838539),Hardcover,,308 pages,"
            Published
        November 2003
         by Alyson Books

            
              (first published 1993)
            
","['GLBT', 'Queer', 'Fiction', 'LGBT', 'Feminism', 'Gender']"
12925063-inescapable,"
      Inescapable
",Amy A. Bartol,"
  4.03
","

  32,667
  ratings
","

    2,151
    reviews
","My name is Evie Claremont and this was to be the making of me–my freshman year of college. I’d been hoping that once I’d arrived on Crestwood’s campus, the nightmare that I’ve been having would go away. It hasn’t.I may be an inexperienced seventeen-year-old, but I’m grounded…sane. I look for rational explanations to even the strangest circumstances. Since meeting sophomore Reed Wellington, however, nothing makes any sense. Whenever he’s near, I feel an attraction to him–a magnetic kind of force pulling me towards him. I know what you’re thinking…that sounds fairly awesome. Yeah, it would be…if he liked me, but Reed acts as if I’m the worst thing that has ever happened to Crestwood…or him. But get this, for some reason every time I turn around he’s there, barging into my life.What is the secret that he’s keeping from me? I’m hoping that it’s anything but what I suspect: that he’s not exactly normal…and neither am I. So, maybe Crestwood won’t be the making of me, but it could be the breaking of me. I’ve been left to wonder if the dark future my dream is foretelling is…inescapable.",1461072514,9781461072515),Paperback,,368 pages,"
            Published
        August 8th 2011
         by CreateSpace

      ","['Fantasy', 'Paranormal', 'Paranormal', 'Angels', 'Young Adult', 'Fantasy', 'Romance', 'Romance', 'Paranormal Romance']"
11283685-crossroads,"
      Crossroads
",Mary Ting,"
  3.71
","

  2,714
  ratings
","

    383
    reviews
","***Gold Medal READERS FAVORITE AWARDS WINNER 2012 for Young Adult-General***Can two worlds collide in dreams?  Protecting her from the fallen was his duty.Falling in love was never part of his plan.Loving her was forbidden.Being with her was all that mattered, even if it meant he would be exiled for all eternity.  Claudia Emerson's life is about to change when her good friend, who coincidentally shares the same first and last name, dies in a tragic accident. Distraught at the loss of her friend, Claudia's dreams become tumultuous, and through them she mysteriously travels to another world called Crossroads. There, she unexpectedly meets Michael, a nephilim--half angel, half human. Now that she's been there, fallen and demons are after her, suspecting she must be special, and it is up to Michael and the other nephilim to protect her. Her dream becomes a nightmare as more secrets are revealed about who she really is, and the true identities of the people she loves most.",1937085767,9781937085766),ebook,,315 pages,"
            Published
        July 29th 2011
         by World Castle

            
              (first published April 6th 2011)
            
","['Paranormal', 'Angels', 'Fantasy', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance']"
12368985-consequences,"
      Consequences
",Aleatha Romig,"
  3.94
","

  38,796
  ratings
","

    5,584
    reviews
","Every action has consequences.Waking in an unfamiliar bedroom in a luxurious mansion, Claire Nichols is terrified to discover that a chance encounter led her into the cruel hands of her abductor, Anthony Rawlings. Claire has no understanding of why she's there, but it's been made abundantly clear--she is now his acquisition and every action has consequences.Learn the rules to survive.Facing incomprehensible circumstances, Claire must learn to survive her new reality--every aspect of her livelihood depends upon the tall, dark-eyed tycoon who is a true master of deception. Driven by unknown demons, he has no tolerance for imperfection, in any aspect of his life, including his recent acquisition. Anthony may appear to the world as a handsome, benevolent businessman, but in reality Claire knows firsthand that he's a menacing, controlling captor with very strict rules: do as you're told, public failure is not an option, and appearances are of the utmost importance.Captivate the captor.To fit together the pieces of the puzzle, Claire must follow his rules. Will her plan work, or will Anthony become enthralled by Claire's beauty, resilience, and determination, changing the game forever? If that happens, will either of them survive the consequences?Nobody ever did or ever will escape the consequences of his choices.--Alfred A. Montapert",1465341889,9781465341884),Hardcover,,368 pages,"
            Published
        August 5th 2011
         by Xlibris Corporation

            
              (first published January 1st 2011)
            
","['Dark', 'Romance', 'Sociology', 'Abuse', 'Contemporary']"
1220507,"
      شيكاجو
",Alaa Al Aswany,"
  3.41
","

  20,144
  ratings
","

    1,793
    reviews
",يقول الأستاذ جلال أمين عن هذه الرواية المتميزة: ها هى رواية علاء الأسوانى الجديدة «شيكاجو» تستحق بدورها نجاحًا مماثلاً وبنفس القدر من الجدارة كالذى استحقته عمارة يعقوبيان. فرحت عند انتهائى من قراءتها لأكثر من سبب، فقد أكدت لى هذه القراءة أن لدينا بالفعل أديبًا كبيرًا وموهوبًا، وظهر أن عمارة يعقوبيان ليست ظاهرة منفردة لا تتكرر، بل إن من الممكن أن تتكرر المرة بعد المرة. فى الرواية الجديدة (شيكاجو) كل مزايا الرواية السابقة: التشويق الذى يبدأ من أول صفحة ويستمر إلى آخر صفحة، أسلوب الكتابة السلس والسريع الذى يصيب الهدف باستمرار بلا تثاقل أو تسكع، الرسم الواضح والمتسق للشخصيات، اللغة العربية الراقية دون تكلف أو تعمد الإغراب، وقبل كل شيء وفوق كل شيء، نُبل المعني، إذ لا جدوى فى رأيى من رواية مهما كانت درجة تشويقها وإتقانها إذا لم تكن نبيلة المقصد، وإذا كان المقصد تافهًا أو حقيرًا قضى على ما قد يكون للمهارة والشطارة من أثر فى نفس القارئhttp://www.titaniumstores.com/dp/9770...,9770919403,9789770919408),Paperback,,456 pages,"
            Published
        February 1st 2007
         by دار الشروق

            
              (first published 2007)
            
","['Novels', 'Fiction']"
43049,"
      The Sea Wolf
",Jack London,"
  4.03
","

  22,712
  ratings
","

    1,217
    reviews
","The Sea-Wolf is a 1904 psychological adventure novel by Jack London about a literary critic Humphrey van Weyden.The story starts with him aboard a San Francisco ferry, called Martinez, which collides with another ship in the fog and sinks. He is set adrift in the Bay, eventually being picked up by Wolf Larsen.Larsen is the captain of a seal-hunting schooner, the Ghost. Brutal and cynical, yet also highly intelligent and intellectual, he rules over his ship and terrorizes the crew with the aid of his exceptionally great physical strength.",1598184318,9781598184310),Paperback,,425 pages,"
            Published
        June 1st 2005
         by Alan Rodgers Books

            
              (first published 1904)
            
","['Classics', 'Fiction', 'Adventure', 'Literature', 'Historical', 'Historical Fiction', 'Novels', 'Literature', 'American', 'Classics', 'Classic Literature', 'Historical', 'Philosophy']"
8835897-defiance,"
      Defiance
",Lili St. Crow,"
  4.19
","

  19,723
  ratings
","

    646
    reviews
",,1595143920,9781595143921),Paperback,,272 pages,"
            Published
        April 19th 2011
         by Razorbill

            
              (first published April 1st 2011)
            
","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Shapeshifters', 'Werewolves', 'Fantasy', 'Urban Fantasy']"
