n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres
25064,"
      Brightness Falls from the Air
",James Tiptree Jr.,"
  3.75
","

  720
  ratings
","

    65
    reviews
",They have gathered now on Damiem and are about to witness the last rising of a manmade nova. They are 16 humans in a distant world about to be enveloped by an eruption of violence--horror and murder oddly complemented by a bizarre unforgiving love. But justice is not all that's about to be found. Judgment is coming and the 16 unsuspecting ones are on the threshold of the murdered star.,0312854072,9780312854072),Paperback,,382 pages,"
            Published
        August 15th 1993
         by Orb Books

            
              (first published January 1st 1985)
            
","['Science Fiction', 'Fiction', 'Space', 'Space Opera']"
68380,"
      Dragonlance Chronicles
",Margaret Weis,"
  4.22
","

  18,552
  ratings
","

    477
    reviews
",,0880386525,9780880386524),Paperback,,1030 pages,"
            Published
        March 1st 1988
         by TSR

            
              (first published September 1st 1985)
            
","['Fantasy', 'Dungeons and Dragons', 'Dragonlance', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy']"
44826,"
      The Price of the Ticket: Collected Nonfiction, 1948-1985
",James Baldwin,"
  4.69
","

  399
  ratings
","

    29
    reviews
","The works of James Baldwin constitute one of the major contributions to American literature in the twentieth century, and nowhere is this more evident than in The Price of the Ticket, a compendium of nearly fifty years of Baldwin's powerful nonfiction writing. With truth and insight, these personal, prophetic works speak to the heart of the experience of race and identity in the United States. Here are the full texts of Notes of a Native Son, Nobody Knows My Name, The Fire Next Time, No Name in the Street, and The Devil Finds Work, along with dozens of other pieces, ranging from a 1948 review of Raintree Country to a magnificent introduction to this book that, as so many of Mr. Baldwin's works do, combines his intensely private experience with the deepest examination of social interaction between the races. In a way, The Price of the Ticket is an intellectual history of the twentieth-century American experience; in another, it is autobiography of the highest order.",0312643063,9780312643065),Hardcover,First Edition,712 pages,"
            Published
        September 15th 1985
         by St. Martin's Press

      ","['Writing', 'Essays', 'Nonfiction', 'Race', 'Cultural', 'African American', 'History']"
919335,"
      Temporary Insanity
",Jay Johnstone,"
  3.72
","

  89
  ratings
","

    9
    reviews
",,0553261673,9780553261677),Mass Market Paperback,,208 pages,"
            Published
        June 1st 1986
         by Bantam

            
              (first published August 1985)
            
","['Sports and Games', 'Sports', 'Sports', 'Baseball', 'Autobiography', 'Memoir', 'Nonfiction', 'Biography', 'Humor']"
4525318-the-nazi-dictatorship,"
      The Nazi Dictatorship: Problems and Perspectives of Interpretation
",Ian Kershaw,"
  4.05
","

  295
  ratings
","

    15
    reviews
","This widely-used text on the Nazi regime explores the complex issues historians face when they interpret the Third Reich. Kershaw expertly synthesizes data and evaluates complex historiography looking at the major themes and debates among scholars about Nazism. Drawing on the findings of a wide range of research, particularly the work of German scholars which has not been widely available in English editions, he uncovers interpretational problems, outlines the approaches taken by various historians, and provides clear evaluations of their positions.",034049008X,9780340490082),Paperback,Second Edition,207 pages,"
            Published
        February 1st 1989
         by Edward Arnold

            
              (first published 1985)
            
","['History', 'Nonfiction', 'World War II', 'Holocaust', 'War', 'World War II', 'History', 'European History']"
1632038,"
      Schubert and His Vienna
",Charles Osborne,"
  3.93
","

  42
  ratings
","

    3
    reviews
",,0394541111,9780394541112),Hardcover,,209 pages,"
            Published
        October 12th 1985
         by Knopf

            
              (first published January 1st 1985)
            
","['Music', 'Biography']"
508246,"
      Mandie and the Trunk's Secret
",Lois Gladys Leppard,"
  3.95
","

  1,642
  ratings
","

    35
    reviews
",,087123839X,9780871238399),Paperback,,126 pages,"
            Published
        July 1st 1985
         by Bethany House Publishers

      ","['Mystery', 'Christian', 'Historical', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Christian Fiction']"
603268,"
      Dragons of Winter Night
",Margaret Weis,"
  4.13
","

  41,055
  ratings
","

    669
    reviews
","Now the people know that the dragon minions of Takhisis, Queen of Darkness, have returned. The people of all nations prepare to fight to save their homes, their lives, and their freedom. But the races have long been divided by hatred and prejudice. Elven warriors and human knights fight among themselves. It seems the battle has been lost before it begins.The companions are separated, torn apart by war. A full season will pass before they meet again—if they meet again. As the darkness deepens, a disgraced knight, a pampered elfmaiden, and a rattle-brained kender stand alone in the pale winter sunlight.Not much in the way of heroes.",0786916095,9780786916092),Paperback,,395 pages,"
            Published
        2000
         by Wizards of the Coast

            
              (first published 1985)
            
","['Fantasy', 'Dungeons and Dragons', 'Dragonlance', 'Fiction', 'Fantasy', 'Dragons', 'Science Fiction Fantasy']"
963274,"
      A Company of Swans
",Eva Ibbotson,"
  3.98
","

  9,076
  ratings
","

    700
    reviews
","For nineteen-year-old Harriet Morton, life in 1912 Cambridge is as dry and dull as a biscuit. Her stuffy father and her opressive aunt Louisa allow her only one outlet: ballet. When a Russian ballet master comes to class searching for dancers to fill the corps of his ballet company before their South American tour, Harriet's world changes. Defying her father's wishes and narrowly escaping the clutches of the man who wishes to marry her, Harriet sneaks off to join the ballet on their journey to the Amazon. There, in the wild, lush jungle, they perform Swan Lake in grand opera houses for the wealthy and culture-deprived rubber barons, and Harriet meets Rom Verney, the handsome and mysterious British exile who owns the most ornate opera house. Utterly enchanted by both the exotic surroundings and by Rom's affections, Harriet is swept away by her new life, completely unaware that her father and would-be fiancé have begun to track her down...",0142409405,9780142409404),Paperback,,374 pages,"
            Published
        September 6th 2007
         by Speak

            
              (first published July 1st 1985)
            
","['Historical', 'Historical Fiction', 'Romance', 'Young Adult', 'Historical', 'Fiction']"
5497,"
      Akhenaten: Dweller in Truth
",Naguib Mahfouz,"
  3.81
","

  2,657
  ratings
","

    374
    reviews
","From the winner of the Nobel Prize for Literature and author of the Cairo trilogy, comes Akhenaten, a fascinating work of fiction about the most infamous pharaoh of ancient Egypt.In this beguiling new novel, originally published in 1985 and now appearing for the first time in the United States, Mahfouz tells with extraordinary insight the story of the ""heretic pharaoh,"" or ""sun king,""--and the first known monotheistic ruler--whose iconoclastic and controversial reign during the 18th Dynasty (1540-1307 B.C.) has uncanny resonance with modern sensibilities.   Narrating the novel is a young man with a passion for the truth, who questions the pharaoh's contemporaries after his horrible death--including Akhenaten's closest friends, his most bitter enemies, and finally his enigmatic wife, Nefertiti--in an effort to discover what really happened in those strange, dark days at Akhenaten's court.  As our narrator and each of the subjects he interviews contribute their version of Akhenaten, ""the truth"" becomes increasingly evanescent.  Akhenaten encompasses all of the contradictions his subjects see in him: at once cruel and empathic, feminine and barbaric, mad and divinely inspired, his character, as Mahfouz imagines him, is eerily modern, and fascinatingly ethereal.  An ambitious and exceptionally lucid and accessible book, Akhenaten is a work only Mahfouz could render so elegantly, so irresistibly.",0385499094,9780385499095),Paperback,,168 pages,"
            Published
        April 4th 2000
         by Anchor

            
              (first published January 1st 1985)
            
","['Historical', 'Historical Fiction', 'Fiction', 'Northern Africa', 'Egypt']"
131860,"
      It's an Aardvark-Eat-Turtle World
",Paula Danziger,"
  3.65
","

  337
  ratings
","

    16
    reviews
","What could be better? Rosie and Phoebe have been best friends since they met on the divorce express, shuttling between their parents on weekends.Now Rosie's mom and Phoebe's dad have fallen in love and they're all moving in together. Rosie has always dreamed of having a real family, but having Phoebe as a sister and having Phoebe as a friend are two very different things.And having an extra parent around isn't easy for anyone to get used to. It seemed like the perfect setup, but can their friendship survive in the same house?",0698116917,9780698116917),Paperback,,132 pages,"
            Published
        May 1st 2000
         by Puffin Books

            
              (first published February 1st 1985)
            
","['Young Adult', 'Fiction', 'Childrens']"
74700,"
      Fantasia: An Algerian Cavalcade
",Assia Djebar,"
  3.65
","

  827
  ratings
","

    76
    reviews
","In this stunning novel, Assia Djebar intertwines the history of her native Algeria with episodes from the life of a young girl in a story stretching from the French conquest in 1830 to the War of Liberation of the 1950s. The girl, growing up in the old Roman coastal town of Cherchel, sees her life in contrast to that of a neighboring French family, and yearns for more than law and tradition allow her to experience. Headstrong and passionate, she escapes from the cloistered life of her family to join her brother in the maquis' fight against French domination. Djebar's exceptional descriptive powers bring to life the experiences of girls and women caught up in the dual struggle for independence--both their own and Algeria's.",0704326108,9780704326101),Hardcover,,227 pages,"
            Published
        July 20th 1996
         by Quartet Books (UK)

            
              (first published 1985)
            
","['Fiction', 'Cultural', 'Africa', 'Northern Africa', 'Algeria', 'Cultural', 'France', 'Historical', 'Historical Fiction', 'Literature']"
88544,"
      Mandie and the Forbidden Attic
",Lois Gladys Leppard,"
  3.98
","

  1,862
  ratings
","

    41
    reviews
",,0871238225,9780871238221),Paperback,,128 pages,"
            Published
        February 1st 1985
         by Bethany House Publishers

      ","['Mystery', 'Christian', 'Historical', 'Historical Fiction', 'Fiction', 'Childrens', 'Young Adult']"
68378,"
      Dragons of Spring Dawning
",Margaret Weis,"
  4.12
","

  48,775
  ratings
","

    543
    reviews
",,0786930705,9780786930708),Hardcover,,352 pages,"
            Published
        September 1st 2003
         by Wizards of the Coast

            
              (first published January 1st 1985)
            
","['Fantasy', 'Dungeons and Dragons', 'Dragonlance', 'Fiction', 'Fantasy', 'Dragons', 'Science Fiction Fantasy']"
61950,"
      The Girl Who Heard Dragons
",Anne McCaffrey,"
  3.88
","

  10,287
  ratings
","

    99
    reviews
",,0552144363,9780552144360),Paperback,,384 pages,"
            Published
        January 1st 1996
         by Corgi

            
              (first published January 1st 1985)
            
","['Fantasy', 'Science Fiction', 'Fantasy', 'Dragons', 'Fiction']"
2702223-the-orchid-house,"
      The Orchid House (Virago Modern Classics)
",Phyllis Shand Allfrey,"
  3.35
","

  78
  ratings
","

    11
    reviews
","""The house was empty of men. It was a house of women, like the Maison Rose in the old days. Madam had said to me that the girls would bring life to the place. They had brought more than that - they had brought sons and torment and love complications beyond the endurance of an old dark-skinned Methodist like me.""Under the watchful gaze of their black nurse Lally, three white Creole girls grow up at Maison Rose on the Island of Dominica, with its glades of glittering live trees, flaring hibiscus and milky-scented frangipani. But this drowsy heat-drenched lushness conceals decay, and the orchid house echoes with the strange whispered secrets of their enclosed world. To survive, the girls must abandon their island of disease and beauty for the cold northern lands of England and America. Lally watches as they leave, one by one, and waits for their return. As return they must -- to their magic past, to the orchid house, and to the man whom all three sisters love.",1853813389,9781853813382),Paperback,,246 pages,"
            Published
        October 28th 1991
         by Virago Press Ltd

            
              (first published 1953)
            
","['Fiction', 'Literary Fiction']"
64397,"
      A Stainless Steel Rat is Born
",Harry Harrison,"
  3.95
","

  7,516
  ratings
","

    154
    reviews
","In this prequel to the Stainless Steel Rat, Slippery Jim is a brash 17-year-old who has left his parents' porcuswine farm, planning to embark on a life of crime. The book opens with Jim bungling a bank job so that he can be arrested and sent to prison, where he plans to learn the art of being a master criminal. Deciding that the Bishop should be his mentor, Jim sets about proving himself worthy of the master's attention. He eventually has to flee his home planet of Bit O' Heaven with the Bishop, but Garth, the Captain of the ship who promised them safe passage, sells them into slavery. The latter part of the book details Jim's adventures on the planet Spiovente, a semi-industrial world fighting feudal wars with weapons smuggled in (against League regulations) by Captain Garth.",0553279424,9780553279429),Paperback,,219 pages,"
            Published
        September 1st 1985
         by Spectra Books

      ","['Science Fiction', 'Fiction', 'Humor']"
276214,"
      A History of Private Life: From Pagan Rome to Byzantium
",Philippe Ariès,"
  4.01
","

  941
  ratings
","

    56
    reviews
","First of the widely celebrated and sumptuously illustrated series, this book reveals in intimate detail what life was really like in the ancient world. Behind the vast panorama of the pagan Roman empire, the reader discovers the intimate daily lives of citizens and slaves--from concepts of manhood and sexuality to marriage and the family, the roles of women, chastity and contraception, techniques of childbirth, homosexuality, religion, the meaning of virtue, and the separation of private and public spaces.The emergence of Christianity in the West and the triumph of Christian morality with its emphasis on abstinence, celibacy, and austerity is startlingly contrasted with the profane and undisciplined private life of the Byzantine Empire. Using illuminating motifs, the authors weave a rich, colorful fabric ornamented with the results of new research and the broad interpretations that only masters of the subject can provide.",0674399749,9780674399747),Paperback,,670 pages,"
            Published
        September 1st 1992
         by Belknap Press/Harvard University Press

            
              (first published 1985)
            
","['History', 'Nonfiction', 'History', 'Ancient History']"
176626,"
      King Bidgood's in the Bathtub
",Audrey Wood,"
  4.22
","

  11,575
  ratings
","

    572
    reviews
","In this raucous tale, the Knight, the Duke, the Queen--and eventually the whole court--all try to lure King Bidgood from his cozy bathtub, but he won't get out! Will anyone be able to solve this problem?In celebration of the twentieth anniversary of a Caldecott Honor favorite, this new edition features a hardcover book and a musical CD with six original songs ranging in style from a minuet to a rap. Perfect entertainment for bath time or for bedtime, the joyful music and hilarious rhyming tale will provide hours of fun for young readers.",0152055789,9780152055783),Hardcover,,32 pages,"
            Published
        September 1st 2005
         by Houghton Mifflin Harcourt

            
              (first published 1985)
            
","['Childrens', 'Picture Books', 'Childrens']"
