n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres 
114610,"
      The Shooting Party
",Anton Chekhov,"
  3.94
","

  1,227
  ratings
","

    76
    reviews
","Anton Chekhov's only full-length novel, this Penguin Classics edition of The Shooting Party is translated and edited by Ronald Wilks, with an introduction by John Sutherland.The Shooting Party centers on Olga, the pretty young daughter of a drunken forester on a country estate, and her fateful relationships with the men in her life. Adored by Urbenin, the estate manager, whom she marries to escape the poverty of her home. She is also desired by the dissolute Count Karneyev and by Zinovyev, a magistrate, who knows the secret misery of her marriage. When an attempt is made on Olga's life in the woods, it seems impossible to discover the perpetrator in an impenetrable web of lust, deceit, loathing and double-dealing. One of Chekhov's earliest experiments in fiction combines the classic elements of a gripping mystery with a short story of corruption, concealed love and fatal jealousy.Ronald Wilks's brilliant new translation of this work is the first in over seventy years. It brilliantly captures the immediacy of the dialogue that Chekhov was later to develop into his great dramas. This edition also includes an introduction by John Sutherland, suggestions for further reading and explanatory notes.Anton Chekhov (1860-1904) was born in Taganrog, a port on the sea of Azov. In 1879 he travelled to Moscow, where he entered the medical faculty of the university, graduating in 1884. During his university years, he supported his family by contributing humorous stories and sketches to magazines. He published his first volume of stories, Motley Tales, in 1886, and a year later his second volume In the Twilight, for which he received the Pushkin Prize. Today his plays, including 'Uncle Vanya', 'The Seagull', and 'The Cherry Orchard' are recognised as masterpieces the world over.If you enjoyed The Shooting Party, you might like Chekhov's Plays, also available in Penguin Classics.",0140448985,9780140448986),Paperback,,199 pages,"
            Published
        June 24th 2004
         by Penguin Classics

            
              (first published 1884)
            
","['Classics', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Russian Literature']"
385028,"
      Ruslan and Ludmila
",Alexander Pushkin,"
  4.08
","

  5,649
  ratings
","

    62
    reviews
",,5050047730,9785050047731),Hardcover,,134 pages,"
            Published
        November 1st 2000
         by ЭКСМО

            
              (first published 1820)
            
","['Classics', 'Poetry', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Fiction', 'Fantasy']"
60407,"
      The Collected Stories of Isaac Babel
",Isaac Babel,"
  4.24
","

  2,366
  ratings
","

    104
    reviews
","Following the historic publication of Norton's The Complete Works of Isaac Babel in the fall of 2001, The Collected Stories of Isaac Babel appears as the most authoritative and complete edition of his fiction ever published in paperback. Babel was best known for his mastery of the short story form—in which he ranks alongside Kafka and Hemingway—but his career was tragically cut short when he was murdered by Stalin's secret police. Edited by his daughter Nathalie Babel and translated by award-winner Peter Constantine, this paperback edition includes the stunning Red Cavalry Stories; The Odessa Tales, featuring the legendary gangster Benya Krik; and the tragic later stories, including ""Guy de Maupassant."" This will be the standard edition of Babel's stories for years to come.",0393324028,9780393324020),Paperback,,512 pages,"
            Published
        October 17th 2002
         by W. W. Norton  Company

            
              (first published January 1st 2002)
            
","['Short Stories', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Classics', 'Literature', 'Literature', 'Jewish']"
158479,"
      Two Captains
",Veniamin Kaverin,"
  4.32
","

  3,190
  ratings
","

    50
    reviews
","Two Captains is the most renowned novel of the Russian writer Veniamin Kaverin. The plot spans from 1912 to 1944. For more than half a century the book has been loved by children and adults alike. The novel has undergone more than 100 printings, including translations into other languages. Based on its story, plays have been staged and an opera has been written. The plot of the book also became the basis of two movies of the same title in 1955 and 1976. In 1995 in Pskov, the home town of the author, a monument was erected to the characters of the book and a ""Two Captains"" museum was opened.The real prototype for Captain Tatarinov was Lieutenant Georgii Brusilov, who in 1912 organized a privately funded expedition seeking a west-to-east Northern sea route. The steamship ""St. Anna,"" specially built for the expedition, left Petersburg on 28 July 1912. Near the shores of Yamal peninsula it was seized by ice and carried in the ice drift to the north of the Kara Sea. The expedition survived two hard winters. Of the 14 people who left the stranded steamship in 1914, only two made it to one of the islands of Frants-Joseph Land and were spotted and taken aboard ""St. Foka,"" the ship of the expedition of G. Y. Sedov. The ship log they had kept with them contained the most important of the scientific data, after the study of which Sedov's expedition found the previously unknown island in the Kara Sea, Vize Island. The ultimate fate of ""St.Anna"" and its remaining crew is still unknown. Veniamin Kaverin (1902-1989) wrote novels, short stories, fairy tales, memoirs, and biographies. In the early 1920s, Veniamin Kaverin was a member of experimental literary group ""Serapionovi bratya."" In 1946 his novelTwo Captains became the winner of the USSR State Literature Award.",1410103285,9781410103284),Paperback,,676 pages,"
            Published
        August 1st 2003
         by Fredonia Books (NL)

            
              (first published 1944)
            
","['Cultural', 'Russia', 'Fiction', 'Adventure', 'Classics', 'Literature', 'Russian Literature']"
118413,"
      The Bedbug and Selected Poetry
",Vladimir Mayakovsky,"
  4.20
","

  2,752
  ratings
","

    44
    reviews
",,0253201896,9780253201898),Paperback,,320 pages,"
            Published
        October 1st 1975
         by Indiana University Press

            
              (first published 1929)
            
","['Poetry', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Classics', 'Plays']"
6708,"
      The Power of Now: A Guide to Spiritual Enlightenment
",Eckhart Tolle,"
  4.13
","

  163,629
  ratings
","

    7,672
    reviews
","Eckhart Tolle's message is simple: living in the now is the truest path to happiness and enlightenment. And while this message may not seem stunningly original or fresh, Tolle's clear writing, supportive voice and enthusiasm make this an excellent manual for anyone who's ever wondered what exactly ""living in the now"" means. Foremost, Tolle is a world-class teacher, able to explain complicated concepts in concrete language. More importantly, within a chapter of reading this book, readers are already holding the world in a different container--more conscious of how thoughts and emotions get in the way of their ability to live in genuine peace and happiness.Tolle packs a lot of information and inspirational ideas into The Power of Now. (Topics include the source of Chi, enlightened relationships, creative use of the mind, impermanence and the cycle of life.) Thankfully, he's added markers that symbolise ""break time"". This is when readers should close the book and mull over what they just read. As a result, The Power of Now reads like the highly acclaimed A Course in Miracles--a spiritual guidebook that has the potential to inspire just as many study groups and change just as many lives for the better. --Gail Hudson",1577314808,9781577314806),Paperback,,229 pages,"
            Published
        August 19th 2004
         by New World Library

            
              (first published 1997)
            
","['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Psychology']"
6596,"
      The Four Agreements: A Practical Guide to Personal Freedom
",Miguel Ruiz,"
  4.15
","

  157,827
  ratings
","

    8,832
    reviews
","In The Four Agreements, don Miguel Ruiz reveals the source of self-limiting beliefs that rob us of joy and create needless suffering. Based on ancient Toltec wisdom, the Four Agreements offer a powerful code of conduct that can rapidly transform our lives to a new experience of freedom, true happiness, and love. The Four Agreements are: Be Impeccable With Your Word, Don't Take Anything Personally, Don't Make Assumptions, Always Do Your Best.",1878424505,9781878424501),Hardcover,,168 pages,"
            Published
        September 14th 2001
         by Amber-Allen Publishing

            
              (first published 1997)
            
","['Nonfiction', 'Self Help', 'Spirituality', 'Philosophy']"
2590505-a-new-earth,"
      A New Earth: Awakening to Your Life's Purpose
",Eckhart Tolle,"
  4.07
","

  137,382
  ratings
","

    6,718
    reviews
","“A wake-up call for the entire planet . . . [A New Earth] helps us to stop creating our own suffering and obsessing over the past and what the future might be, and to put ourselves in the now.” —Oprah WinfreyWith his bestselling spiritual guide The Power of Now, Eckhart Tolle inspired millions of readers to discover the freedom and joy of a life lived “in the now.” In A New Earth, Tolle expands on these powerful ideas to show how transcending our ego-based state of consciousness is not only essential to personal happiness, but also the key to ending conflict and suffering throughout the world. Tolle describes how our attachment to the ego creates the dysfunction that leads to anger, jealousy, and unhappiness, and shows readers how to awaken to a new state of consciousness and follow the path to a truly fulfilling existence.Illuminating, enlightening, and uplifting, A New Earth is a profoundly spiritual manifesto for a better way of life—and for building a better world.",0452289963,9780452289963),Paperback,,309 pages,"
            Published
        January 30th 2008
         by Penguin Books

            
              (first published 2005)
            
","['Nonfiction', 'Spirituality', 'Self Help', 'Philosophy', 'Psychology']"
129603,"
      You Can Heal Your Life
",Louise L. Hay,"
  4.15
","

  58,027
  ratings
","

    1,645
    reviews
",,8176210773,9788176210775),,,253 pages,"
            Published
        January 1st 1984
        

      ","['Self Help', 'Nonfiction', 'Spirituality', 'Health', 'Psychology', 'Self Help', 'Personal Development', 'Inspirational', 'Spirituality', 'New Age', 'Philosophy', 'Reference']"
19501,"
      Eat, Pray, Love
",Elizabeth Gilbert,"
  3.54
","

  1,358,836
  ratings
","

    52,083
    reviews
","A celebrated writer's irresistible, candid, and eloquent account of her pursuit of worldly pleasure, spiritual devotion, and what she really wanted out of life. Around the time Elizabeth Gilbert turned thirty, she went through an early-onslaught midlife crisis. She had everything an educated, ambitious American woman was supposed to want—a husband, a house, a successful career. But instead of feeling happy and fulfilled, she was consumed with panic, grief, and confusion. She went through a divorce, a crushing depression, another failed love, and the eradication of everything she ever thought she was supposed to be. To recover from all this, Gilbert took a radical step. In order to give herself the time and space to find out who she really was and what she really wanted, she got rid of her belongings, quit her job, and undertook a yearlong journey around the world—all alone. Eat, Pray, Love is the absorbing chronicle of that year. Her aim was to visit three places where she could examine one aspect of her own nature set against the backdrop of a culture that has traditionally done that one thing very well. In Rome, she studied the art of pleasure, learning to speak Italian and gaining the twenty-three happiest pounds of her life. India was for the art of devotion, and with the help of a native guru and a surprisingly wise cowboy from Texas, she embarked on four uninterrupted months of spiritual exploration. In Bali, she studied the art of balance between worldly enjoyment and divine transcendence. She became the pupil of an elderly medicine man and also fell in love the best way—unexpectedly. An intensely articulate and moving memoir of self-discovery, Eat, Pray, Love is about what can happen when you claim responsibility for your own contentment and stop trying to live in imitation of society’s ideals. It is certain to touch anyone who has ever woken up to the unrelenting need for change.",0143038419,9780143038412),Paperback,,368 pages,"
            Published
        February 1st 2007
         by Riverhead Books

            
              (first published February 16th 2006)
            
","['Nonfiction', 'Autobiography', 'Memoir', 'Travel']"
865,"
      The Alchemist
",Paulo Coelho,"
  3.85
","

  1,810,369
  ratings
","

    70,216
    reviews
","Paulo Coelho's masterpiece tells the mystical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure. His quest will lead him to riches far different—and far more satisfying—than he ever imagined. Santiago's journey teaches us about the essential wisdom of listening to our hearts, of recognizing opportunity and learning to read the omens strewn along life's path, and, most importantly, to follow our dreams.",0061122416,9780061122415),Paperback,,197 pages,"
            Published
        May 1st 1993
         by HarperCollins

            
              (first published 1988)
            
","['Fiction', 'Classics', 'Fantasy', 'Philosophy']"
20521018-message-from-the-mountain,"
      Message from the Mountain: Awakening to Your Life's Purpose
",Chuck Gallagher,"
  4.49
","

  79
  ratings
","

    24
    reviews
","At times in life, there are chance happenings that, when reflected upon, are revealed to be turning points – times when life changes and what we know, or what we think we know, is substantially altered. The words that follow are the simple expression of one of those times for me – a time that lasted for two years – a time of substantial spiritual growth.  I have come to know that messages come to us all. The question is not, “Do we receive messages?” Rather, the question is, “How do we receive them, and are we open to receiving them?” Whether they come in the form of a burning bush, a still small voice or, as in my case, a really sleepless night, the fact is that when we are ready to receive our message(s), the messenger will appear.  Seldom, if ever, was she seen - at least, that’s what I was told later. Where she lived was a mystery, as well. I’d never seen her, not in real life, but it was said that she would only appear when the one to which she wanted to speak was ready to listen. The locals said that the old woman from the mountain didn’t speak often, but when she spoke, her words were full of truth and wisdom.  Like an inner voice, the question was, Will I listen?  Something deep within the mountain was calling me, and I knew that this was an important time - a time to listen and learn. Something was speaking to me. Perhaps, this time, the voice was stronger. Perhaps, this time, I was ready to hear. But something deep within was calling me to be still and know.  “Who are you?”  The old woman from the mountain asked this simple question with a forceful kindness, as if summoning something that would come from deep within.  Before I could answer audibly, I felt the answer that I did not wish to speak: “I do not know.” I dare not say that, I thought as I tried to formulate my answer in my head. Surely I could define myself with…  “That’s correct. You do not know. Very good.” The journey had begun...and Message from the Mountain opens that precious door into a part of the unknown allowing all who enter an opportunity to awaken. Join me on that journey...  As I heard her last words, I knew that they wouldn’t be the last. From deep within my heart, I knew that the journey was really just beginning. The water droplet joined with the lake had just now crossed over the precipice, and the pace and power of the journey was rapidly picking up speed and momentum.  Flashing before my eyes were all those involved in the journey thus far – each knowing that they had played their integral part to get us to where we are right now. So the story has no end. Rather, from this moment forward, the journey continues into the spiritual unfolding of …",English,English,Kindle Edition,,110 pages,"
            Published
        December 5th 2013
         by LifePaths Publishing

      ","['Spirituality', 'Self Help']"
347852,"
      The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth
",M. Scott Peck,"
  4.05
","

  77,327
  ratings
","

    2,112
    reviews
","The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth316 pp. ""Psychotherapy is all things to all people in this mega-selling pop-psychology watershed, which features a new introduction by the author in this 25th anniversary edition. His agenda in this tome, which was first published in 1978 but didn't become a bestseller until 1983, is to reconcile the psychoanalytic tradition with the conflicting cultural currents roiling the 70s. In the spirit of Me-Decade individualism and libertinism, he celebrates self-actualization as life's highest purpose and flirts with the notions of open marriage and therapeutic sex between patient and analyst. But because he is attuned to the nascent conservative backlash against the therapeutic worldview, Peck also cites Gospel passages, recruits psychotherapy to the cause of traditional religion (he even convinces a patient to sign up for divinity school) and insists that problems must be overcome through suffering, discipline and hard work (with a therapist.) Often departing from the cerebral and rationalistic bent of Freudian discourse for a mystical, Jungian tone more compatible with New Age spirituality, Peck writes of psychotherapy as an exercise in ""love"" and ""spiritual growth,"" asserts that ""our unconscious is God"" and affirms his belief in miracles, reincarnation and telepathy. Peck's synthesis of such clashing elements (he even throws in a little thermodynamics) is held together by a warm and lucid discussion of psychiatric principles and moving accounts of his own patients' struggles and breakthroughs. Harmonizing psychoanalysis and spirituality, Christ and Buddha, Calvinist work ethic and interminable talking cures, this book is a touchstone of our contemporary religio-therapeutic culture."" -- Publishers WeeklyKeywords: MIND & BODY PSYCHOLOGY SOCIOLOGY RELIGION",0671250671,9780671250676),Paperback,,316 pages,"
            Published
        December 31st 1978
         by Simon & Schuster

            
              (first published 1978)
            
","['Psychology', 'Nonfiction', 'Self Help', 'Spirituality', 'Philosophy']"
71728,"
      Jonathan Livingston Seagull
",Richard Bach,"
  3.83
","

  181,112
  ratings
","

    6,915
    reviews
","This is a story for people who follow their hearts and make their own rules...people who get special pleasure out of doing something well, even if only for themselves...people who know there's more to this living than meets the eye: they’ll be right there with Jonathan, flying higher and faster than ever they dreamed.Jonathan Livingston Seagull is no ordinary bird. He believes it is every gull's right to fly, to reach the ultimate freedom of challenge and discovery, finding his greatest reward in teaching younger gulls the joy of flight and the power of dreams. The special 20th anniversary release of this spiritual classic!",0743278909,9780743278904),Paperback,pocket-book,112 pages,"
            Published
        February 7th 2006
         by Scribner

            
              (first published 1970)
            
","['Fiction', 'Classics', 'Philosophy', 'Fantasy', 'Spirituality', 'Inspirational']"
52529,"
      The Secret
",Rhonda Byrne,"
  3.66
","

  301,669
  ratings
","

    11,371
    reviews
",,1582701709,9781582701707),Hardcover,10th Anniversary Edition ,199 pages,"
            Published
        2016
         by Atria Books

            
              (first published 2006)
            
","['Self Help', 'Nonfiction', 'Spirituality', 'Psychology', 'Philosophy', 'Inspirational', 'Self Help', 'Personal Development', 'Spirituality', 'New Age', 'Audiobook', 'Business']"
6900,"
      Tuesdays with Morrie
",Mitch Albom,"
  4.10
","

  702,773
  ratings
","

    23,117
    reviews
","Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded. Wouldn't you like to see that person again, ask the bigger questions that still haunt you? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live.",0751529818,9780751529814),Paperback,,210 pages,"
            Published
        2000
         by Warner

            
              (first published 1997)
            
","['Nonfiction', 'Autobiography', 'Memoir', 'Biography']"
2547,"
      The Prophet
",Kahlil Gibran,"
  4.23
","

  207,134
  ratings
","

    8,148
    reviews
","Kahlil Gibran’s masterpiece, The Prophet, is one of the most beloved classics of our time. Published in 1923, it has been translated into more than twenty languages, and the American editions alone have sold more than nine million copies.The Prophet is a collection of poetic essays that are philosophical, spiritual, and, above all, inspirational. Gibran’s musings are divided into twenty-eight chapters covering such sprawling topics as love, marriage, children, giving, eating and drinking, work, joy and sorrow, housing, clothes, buying and selling, crime and punishment, laws, freedom, reason and passion, pain, self-knowledge, teaching, friendship, talking, time, good and evil, prayer, pleasure, beauty, religion, and death.",000100039X,9780001000391),Paperback,,127 pages,"
            Published
        January 1st 2010
         by Rupa & Co

            
              (first published 1923)
            
","['Poetry', 'Philosophy', 'Classics', 'Fiction', 'Spirituality', 'Religion']"
6709,"
      Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now
",Eckhart Tolle,"
  4.25
","

  34,424
  ratings
","

    633
    reviews
","Eckhart Tolle is rapidly emerging as one of the world’s most inspiring spiritual teachers, sharing the enlightenment he himself experienced after a startling personal transformation. His views go beyond any particular religion, doctrine, or guru. This book extracts the essence from his teachings in The Power of Now, showing us how to free ourselves from “enslavement to the mind.” The aim is to be able to enter into and sustain an awakened state of consciousness throughout everyday life. Through meditations and simple techniques, Eckhart shows us how to quiet our thoughts, see the world in the present moment, and find a path to “a life of grace, ease, and lightness.”",1577311957,9781577311959),Hardcover,,128 pages,"
            Published
        September 25th 2001
         by New World Library

            
              (first published 1999)
            
","['Spirituality', 'Self Help', 'Nonfiction', 'Philosophy', 'Psychology', 'Self Help', 'Personal Development', 'Audiobook', 'Inspirational', 'Health', 'Spirituality', 'New Age']"
687278,"
      When Things Fall Apart: Heart Advice for Difficult Times
",Pema Chödrön,"
  4.30
","

  29,838
  ratings
","

    1,756
    reviews
","The beautiful practicality of her teaching has made Pema Chödrön one of the most beloved of contemporary American spiritual authors among Buddhists and non-Buddhists alike. A collection of talks she gave between 1987 and 1994, the book is a treasury of wisdom for going on living when we are overcome by pain and difficulties. Chödrön discusses:    •  Using painful emotions to cultivate wisdom, compassion, and courage    •  Communicating so as to encourage others to open up rather than shut down    •  Practices for reversing habitual patterns    •  Methods for working with chaotic situations    •  Ways for creating effective social action",1570623449,9781570623448),Paperback,,160 pages,"
            Published
        September 26th 2000
         by Shambhala

            
              (first published December 24th 1996)
            
","['Nonfiction', 'Religion', 'Buddhism', 'Spirituality', 'Self Help', 'Philosophy']"
773038,"
      The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams
",Deepak Chopra,"
  4.09
","

  49,506
  ratings
","

    1,256
    reviews
","This is a book you will cherish for a lifetime, for within is pages are the secrets of making all your dreams come true. Based on natural laws that govern all of creation, this book shatters the myth that success is the result of hard work, exacting plans, or driving ambition.Instead, Deepak Chopra offers a life-altering perspective on the attainment of success: When we understand our true nature and learn to live in harmony with natural law, a sense of well-being, good health, fulfilling relationships, and material abundance spring forth easily and effortlessly. Deepak Chopra is the bestselling author of numerous books and audio programs that cover every aspect of mind, body, and spirit. His groundbreaking books blend physics and philosophy, the practical and the spiritual, with dynamic results.The Seven Laws of Success distills the essence of Chopra's teachings into seven simple, yet powerful, principles that can easily be applied to create success in all areas of your life. Filled with timeless wisdom and practical steps you can apply right away, this is a book you will want to read and refer to again and again.",1878424114,9781878424112),Hardcover,,115 pages,"
            Published
        November 9th 1994
         by Amber-Allen Publ., New World Library

            
              (first published 1993)
            
","['Spirituality', 'Self Help', 'Nonfiction', 'Philosophy', 'Self Help', 'Personal Development']"
14096,"
      Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life
",Jon Kabat-Zinn,"
  4.12
","

  31,927
  ratings
","

    1,369
    reviews
",,1401307787,9781401307783),Paperback,,304 pages,"
            Published
        January 5th 2005
         by Hachette Books

            
              (first published 1994)
            
","['Nonfiction', 'Spirituality', 'Self Help', 'Psychology', 'Philosophy']"
582533,"
      Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life
",Shakti Gawain,"
  4.13
","

  20,821
  ratings
","

    395
    reviews
",,1577312295,9781577312291),Paperback,,192 pages,"
            Published
        September 19th 2002
         by New World Library, Nataraj

            
              (first published 1978)
            
","['Self Help', 'Nonfiction', 'Spirituality', 'Psychology', 'Self Help', 'Personal Development']"
9762,"
      Loving What Is: Four Questions That Can Change Your Life
",Byron Katie,"
  4.14
","

  15,945
  ratings
","

    835
    reviews
","Out of nowhere, like a breeze in a marketplace crowded with advice, comes Byron Katie and “The Work.” In the midst of a normal life, Katie became increasingly depressed, and over a ten-year period sank further into rage, despair, and thoughts of suicide. Then one morning, she woke up in a state of absolute joy, filled with the realization of how her own suffering had ended. The freedom of that realization has never left her, and now in Loving What Is you can discover the same freedom through The Work. The Work is simply four questions that, when applied to a specific problem, enable you to see what is troubling you in an entirely different light. As Katie says, “It’s not the problem that causes our suffering; it’s our thinking about the problem.” Contrary to popular belief, trying to let go of a painful thought never works; instead, once we have done The Work, the thought lets go of us. At that point, we can truly love what is, just as it is.Loving What Is will show you step-by-step, through clear and vivid examples, exactly how to use this revolutionary process for yourself. You’ll see people do The Work with Katie on a broad range of human problems, from a wife ready to leave her husband because he wants more sex, to a Manhattan worker paralyzed by fear of terrorism, to a woman suffering over a death in her family. Many people have discovered The Work’s power to solve problems; in addition, they say that through The Work they experience a sense of lasting peace and find the clarity and energy to act, even in situations that had previously seemed impossible. If you continue to do The Work, you may discover, as many people have, that the questioning flows into every aspect of your life, effortlessly undoing the stressful thoughts that keep you from experiencing peace. Loving What Is offers everything you need to learn and live this remarkable process, and to find happiness as what Katie calls “a lover of reality.”",1400045371,9781400045372),Paperback,,352 pages,"
            Published
        December 23rd 2003
         by Harmony

            
              (first published 2002)
            
","['Self Help', 'Nonfiction', 'Spirituality', 'Psychology', 'Self Help', 'Personal Development']"
15018,"
      Conversations With God: An Uncommon Dialogue, Book 3
",Neale Donald Walsch,"
  4.20
","

  14,968
  ratings
","

    204
    reviews
",,1571741038,9781571741035),Hardcover,,392 pages,"
            Published
        December 3rd 2005
         by Hampton Roads Publishing Company

            
              (first published October 29th 1996)
            
","['Spirituality', 'Nonfiction', 'Religion', 'Philosophy', 'Self Help', 'Spirituality', 'New Age']"
13103,"
      The Celestine Prophecy
",James Redfield,"
  3.63
","

  87,774
  ratings
","

    3,716
    reviews
","The Celestine Prophecy contains secrets that are currently changing our world. Drawing on ancient wisdom, it tells you how to make connections among the events happening in your own life right now...and lets you see what is going to happen to you in the years to come!A book that has been passed from hand to hand, from friend to friend, since it first appeared in small bookshops across America, The Celestine Prophecy is a work that has come to light at a time when the world deeply needs to read its words. The story it tells is a gripping one of adventure and discovery, but it is also a guidebook that has the power to crystallize your perceptions of why you are where you are in life...and to direct your steps with a new energy and optimism as you head into tomorrow.",English,English,Paperback,,247 pages,"
            Published
        1995
         by Warner Books

            
              (first published 1993)
            
","['Fiction', 'Spirituality', 'Philosophy', 'Self Help']"
822694,"
      A Course in Miracles, Combined Volume: Text, Workbook for Students, Manual for Teachers, 2nd Edition
",Helen Shucman,"
  4.18
","

  25,308
  ratings
","

    486
    reviews
",,0960638881,9780960638888),Paperback,Second Edition,1249 pages,"
            Published
        June 1st 1992
         by Foundation for Inner Peace

            
              (first published 1975)
            
","['Spirituality', 'Nonfiction', 'Self Help', 'Religion', 'Philosophy']"
17402385-6-lies-people-believe-about-divine-healing,"
      6 Lies People Believe About Divine Healing
",Steve Bremner,"
  4.08
","

  49
  ratings
","

    8
    reviews
",This book will help you destroy the traditions of man and lies of religion that nullify the power of God in your life!What we believe about God and how He works can have a dramatic impact on how we approach Him and what we expect of Him. Many believers believe lies about Him that keep them bound and prevent healing in their bodies and in their lives. In this short ebook you'll learn what some of the top lies are that hold Christians and unbelievers back when it comes to divine healing.Stop believing lies. Healing is within your grasp!,English,English,Kindle Edition,First,86 pages,"
            Published
        February 9th 2013
         by Fire Press Publications

      ","['Religion', 'Spirituality']"
845977,"
      A Return to Love: Reflections on the Principles of ""A Course in Miracles""
",Marianne Williamson,"
  4.29
","

  24,899
  ratings
","

    906
    reviews
","Back by popular demand -- and newly updated by the author -- the mega-bestselling spiritual guide in which Marianne Williamson shares her reflections on A Course in Miracles and her insights on the application of love in the search for inner peace.Williamson reveals how we each can become a miracle worker by accepting God and by the expression of love in our daily lives. Whether psychic pain is in the area of relationships, career, or health, she shows us how love is a potent force, the key to inner peace, and how by practicing love we can make our own lives more fulfilling while creating a more peaceful and loving world for our children.",0060927488,9780060927486),Paperback,,336 pages,"
            Published
        March 15th 1996
         by HarperOne

            
              (first published 1992)
            
","['Spirituality', 'Self Help', 'Nonfiction', 'Self Help', 'Personal Development']"
832543,"
      Anatomy of the Spirit: The Seven Stages of Power and Healing
",Caroline Myss,"
  4.14
","

  25,093
  ratings
","

    541
    reviews
","Building on wisdom from Hindu, Christian, and Kaballah traditions, this comprehensive guide to energy healing reveals the hidden stresses, beliefs, and attitudes that cause illness. Anatomy of the Spirit is the boldest presentation to date of energy medicine by one of its premier practitioners, internationally acclaimed medical intuitive Caroline Myss, one of the ""hottest new voices in the alternative health/spirituality scene"" (Publishers Weekly). Based on fifteen years of research into energy medicine, Dr. Myss's work shows how every illness corresponds to a pattern of emotional and psychological stresses, beliefs, and attitudes that have influenced corresponding areas of the human body. Anatomy of the Spirit also presents Dr. Myss's breakthrough model of the body's seven centers of spiritual and physical power, in which she synthesizes the ancient wisdom of three spiritual traditions-the Hindu chakras, the Christian sacraments, and the Kabbalah's Tree of Life-to demonstrate the seven stages through which everyone must pass in the search for higher consciousness and spiritual maturity. With this model, Dr. Myss shows how you can develop your own latent powers of intuition as you simultaneously cultivate your personal power and spiritual growth.By teaching you to see your body and spirit in a new way, Anatomy of the Spirit provides you with the tools for spiritual maturity and physical wholeness that will change your life.",0609800140,9780609800140),Paperback,,320 pages,"
            Published
        August 26th 1997
         by Harmony

            
              (first published January 1st 1996)
            
","['Spirituality', 'Nonfiction', 'Health', 'Self Help']"
748862,"
      Simple Abundance:  A Daybook of Comfort and Joy
",Sarah Ban Breathnach,"
  3.98
","

  35,330
  ratings
","

    578
    reviews
","With the grace of Anne Morrow Lindbergh's Gift From the Sea and the wisdom of M. Scott Peck's The Road Less Traveled, Simple Abundance is a book of 366 evocative essays - one for every day of your year - written for women who wish to live by their own lights.In the past a woman's spirituality has been seperated from her lifestyle. Simple Abundance shows you how your daily life can be an expression of your authentic self . . . as you choose the tastiest vegetables from your garden, search for treasures at flea markets, establish a sacred space in your home for meditation, and follow the rhythm of the seasons and the year. Here, for the first time, the mystical alchemy of style and Spirit is celebrated. Every day, your own true path leads you to a happier, more fulfilling and contented way of life - the state of grace known as . . . Simple Abundance",0446519138,9780446519137),Hardcover,,528 pages,"
            Published
        August 1st 2008
         by Warner Books

            
              (first published 1995)
            
","['Nonfiction', 'Self Help', 'Spirituality', 'Inspirational']"
