n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres
50840,"
      Farnham's Freehold
",Robert A. Heinlein,"
  3.55
","

  10,798
  ratings
","

    381
    reviews
","Hugh Farnham was a practical, self-made man, and when he saw the clouds of nuclear war gathering, he built a bomb shelter under his house, hoping for peace and preparing for war. What he hadn't expected was that when the apocalypse came, a thermonuclear blast would tear apart the fabric of time and hurl his shelter across two thousand years into a future both strange and appallingly familiar. In the new world order, Farnham and his family, being members of the race that had nearly destroyed the world, were fit only to be slaves. After surviving a global nuclear war, Farnham had no intention of being anybody's slave, but the tyrannical power of the Chosen Race reached throughout the world. Even if he managed to escape, where could he run to?",1416520937,9781416520931),Paperback,,294 pages,"
            Published
        October 24th 2006
         by Baen Books


              (first published November 1st 1964)

","['Science Fiction', 'Fiction']"
2598001-iron-angel,"
      Iron Angel
",Alan Campbell,"
  3.61
","

  1,793
  ratings
","

    114
    reviews
","In this stunning follow-up to his epic fantasy debut, Alan Campbell propels readers into a captivating city battling for its own survival—and that of humankind—in a world of deities and demons, fallen angels and killers.


After a destructive battle, the ancient swaying city of Deepgate has been overtaken. Most of the chains that suspend it have given way, toxic fumes are emanating from blazing structures, and the temple once inhabited by the ruling Presbyter now dangles upside down above the once-uncharted abyss. The victorious Spine have initiated martial law and are ruthlessly pursuing all who attempt to leave. Amid the turmoil, two captives are returned. Arriving by ship are the young angel Dill, now toughened by war, and traitor assassin Rachel Hael. Incarcerated in the slowly crumbling temple, the two await their fate, while from the abyss beneath them ghosts rise—for the death of the god Ulcis has left open the gates to Hell.But on orders from his divine brethren, Cospinol, the god of brine and fog, is traveling the world to Deepgate to seal this breach. His great skyship is being dragged through the air by the giant John Anchor, a monster of a man enslaved to pull the god’s vessel, moving slowly, inevitably, toward the city.As the city waits, teetering on the brink, myriad plans for vengeance are set in motion, from the continent of Pandemeria to Heaven itself. Among them is a ghostly archon sent to deliver a message to the gods on earth—using Dill as his vessel. Thrust from his body, Dill’s own soul returns to Hell. When Dill and Rachel are attacked by Spine assassins, Rachel has no choice but to try to escape with the creature that calls itself Dill…and to somehow find a way to restore her friend’s soul before it’s too late. For powerful forces are stirring, and in the coming battle between gods, it is the world of men that is at stake.From the Hardcover edition.",0553384171,9780553384178),Hardcover,,400 pages,"
            Published
        April 29th 2008
         by Spectra


              (first published January 1st 2008)

","['Fantasy', 'Science Fiction', 'Steampunk', 'Fiction', 'Fantasy', 'Dark Fantasy', 'Science Fiction']"
68336,"
      Beggars and Choosers
",Catrin Collier,"
  4.25
","

  114
  ratings
","

    6
    reviews
","In Pontypridd and the Rhondda in 1905, coal is king and the families who sunk the first collieries are rich. None is wealthier or more generous a benefactor than Harry Watkin Jones. His daughter Sali is about to marry her childhood sweetheart, but tragedy follows tragedy, and four years later Sali is a penniless outcast, fleeing from a violent husband and struggling to support herself and her son in a difficult world. Sali finds work in the home of family of colliers, and here she and her son find the warmth and love missing from their lives for so long. But unrest and violence have come to the valleys. Caught up in the conflict, Sali finds herself denying her roots, her class, and even sacrificing her son's future, for the sake of the people she loves and the cause they are prepared to die for.",0752859234,9780752859231),Paperback,,512 pages,"
            Published
        September 1st 2004
         by Orion Publishing


              (first published 2003)

","['Romance', 'Historical', 'History']"
239917,"
      Sign of the Unicorn
",Roger Zelazny,"
  4.14
","

  15,773
  ratings
","

    349
    reviews
","He who rules Amber rules the one true world. He who thwarts Amber invites the wrath of Amber betrayed. An unseen enemy of immense strength has seized a Prince of the Blood, and now threatens the perfect kingdom by striking at the very core of its power - the secret knowledge of Shadow.When Corwin summons forces to defend the throne, he finds himself challenged by royal conspirators, hideous demons, supernatural patterns and the ominous unknown that suddenly transcends all he ever suspected about the true nature of Amber.One of the most revered names in sf and fantasy, the incomparable Roger Zelazny was honored with numerous prizes—including six Hugo and three Nebula Awards—over the course of his legendary career. Among his more than fifty books, arguably Zelazny’s most popular literary creations were his extraordinary Amber novels.",0380008319,9780380008315),Mass Market Paperback,12th printing,192 pages,"
            Published
        November 1986
         by Avon Books


              (first published January 1st 1975)

","['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy']"
530449,"
      Daddy's Girl
",Debbie Drechsler,"
  3.75
","

  330
  ratings
","

    49
    reviews
","Daddy's Girl is a powerful book that uses a childlike graphic style to explore the adolescence of a young girl, Lily, whose life is being destroyed by sexual abuse. Drechsler pulls no punches in her depiction of incest, and many scenes are hard to read, but this book shows that comics can be a vehicle for serious subjects; the drawings pull the reader into her world more completely than the written word ever could. Drechsler's depiction of childhood is perfect, and there are happy moments within the horror of Lily's life. In one chapter, Lily and a friend contemplate suicide, then walk into the woods, away from their problems. In the last panel, as they sit eating tiny wild strawberries, there is a moment of hope which resonates long after the book is finished.",156097303X,9781560973034),Paperback,,79 pages,"
            Published
        December 31st 1996
         by Fantagraphics Books


              (first published 1996)

","['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Graphic Novels Comics']"
1833668,"
      Matahari di atas Gilli
",Lintang Sugianto,"
  3.62
","

  113
  ratings
","

    31
    reviews
",,Indonesian,Indonesian,Paperback,,547 pages,"
            Published
        2007
         by Pustaka Republika

      ",['Fiction']
6671733-rude-buay-the-unstoppable,"
      Rude Buay ... The Unstoppable
",John A. Andrews,"
  4.19
","

  21
  ratings
","

    2
    reviews
","Author John A. Andrews, son of the Caribbean soil, penetrates inside the belly of the drug world. In an environment saturated with corruption, deception, duplicity, deceit, and inequities of all kinds, Andrews conceives a cross Atlantic, greed driven fiasco, embedded within the drug epidemic. Can Jamaican born, DEA ""Rude Buay,"" save his country from the tyranny of the Dragon Drug Cartel?",English,English,Hardcover,,220 pages,"
            Published
        July 15th 2010
         by Books That Will Enhance You Life

      ",[]
4540242,"
      المنتظر
",عبد الله غازي المضف,"
  2.48
","

  83
  ratings
","

    19
    reviews
","جريدة الوطن:رواية تكسر كل الأعراف التقليدية للرواية العربية فقد استطاع الروائي الشاب أن يمزج ما بين أسلوب الكتابة السلس والذي يصيب الهدف بلا تثاقل واللغة البليغة المشوقة دون تكلف أو استعراض. وتدور أحداث رواية ""المنتظر"" عن جريمة استنساخ المسيح ابن مريم للتسريع من أحداث نظرية نهاية العالم (armageddon).وقد أبدع الكاتب الشاب بخلق عالمين مختلفين تماما. الأول: الأحداث المتراتبة على نظرية نهاية العالم وتجميع خيوطها بأدلة فاضحة، الثاني: الحياة اليومية البسيطة لستة شخصيات مختلفة ومستقلة لا تلتقي مع بعضها. يذكر أن المضف استطاع أن ينقلنا برشاقة متناهية بين عوالمه عن طريق استخدام طريقة القطع السينمائي",9789990666854,9789990666854,,,430 pages,"
            Published
        2008
         by شركة الخليج لتوزيع الصحف والمطبوعات

      ",[]
169710,"
      Shrub: The Short but Happy Political Life of George W. Bush
",Molly Ivins,"
  4.09
","

  2,196
  ratings
","

    83
    reviews
","When it comes to reporting on politics, nobody does it smarter or funnier than bestselling author Molly Ivins. In Shrub, Ivins focuses her Texas-size smarts on the biggest politician in her home state: George Walker Bush, or ""Shrub,"" as Ivins has nicknamed Bush the Younger.         A candidate of vague speeches and an ambiguous platform, Bush leads the pack of GOP 2000 presidential hopefuls; ""Dubya"" could very well be our next president. What voters need now is an original, smart, and accessible analysis of Bush--one that leaves the ""youthful indiscretions"" to the tabloids and gets to the heart of his policies and motivations. Ivins is the perfect woman for the job.         With her trademark wit and down-home wisdom, Molly Ivins shares three pieces of advice on judging a politician: ""The first is to look at the record. The second is to look at the record. And third, look at the record."" In this book, Ivins takes a good, hard look at the record of the man who could be the leader of the free world. Beginning with his post-college military career, Ivins tracks Dubya's winding, sometimes unlikely path from a failed congressional bid to a two-term governorship. Bush has made plenty of friends and supporters along the way, including Texas oil barons, evangelist Billy Graham, and co-investors in the Texas Rangers baseball team. ""You would have to work at it to dislike the man,"" she writes. But for all of Bush's likeability, Ivins points to a disconcerting lack of political passion from this ascending presidential candidate. In her words, ""If you think his daddy had trouble with 'the vision thing,' wait till you meet this one.""         Witty, trenchant, and on target, Ivins gives a singularly perceptive and entertaining analysis of George W. Bush. To head to the voting booth without it would be downright un-American.From Shrub: The Short but Happy Political Life of George W. Bush""        The past is prologue in politics. If a politician is left, right, weak, strong, given to the waffle or the flip-flop, or, as sometimes happens, an able soul who performs well under pressure, all that will be in the record."" ¸         Bush's welfare record: ""Texas pols like to 'git tuff' on crime, welfare, commies, and other bad stuff. Bush proposed to git tuff on welfare recipients by ending the allowance for each additional child--which in Texas is $38 a month."" ¸         Bush and the Christian right: ""Bush has learned to dance with the Christian right. It has been interesting and amusing to watch the process. Interesting because it's sometimes hard to tell who's leading and who's following; amusing because when a scion of Old Yankee money gets together with a televangelist with too much Elvis, the result is swell entertainment."" ¸         Bush's environmental record: Since Governor Bush's election, Texas air quality has been rated the worst in the nation, leading all fifty states in overall toxic releases, recognized carcinogens in the air, cancer risk, and ten other categories of pollutants. ¸         Bush's military career: ""Bush was promoted as the Texas Air National Guard's anti-drug poster boy, one of life's little ironies given the difficulty he has had answering cocaine questions all these years later. 'George Walker Bush is one member of the younger generation who doesn't get his kicks from pot or hashish or speed,' reads a Guard press release of 1970. 'Oh, he gets high, all right, but not from narcotics.'""From the Hardcover edition.",0375757147,9780375757143),Paperback,,193 pages,"
            Published
        October 10th 2000
         by Vintage


              (first published February 15th 2000)

","['Politics', 'Nonfiction', 'Biography', 'Humor', 'History']"
2808430-the-search,"
      The Search
",Carol Lynn Pearson,"
  4.05
","

  65
  ratings
","

    7
    reviews
",,0385077580,9780385077583),Unknown Binding,,63 pages,"
            Published
        January 1st 1975
         by Doubleday Books

      ","['Poetry', 'Christianity', 'Lds', 'Nonfiction', 'Lds', 'Mormonism', 'Literature']"
23194,"
      My Story as told by Water: Confessions, Druidic Rants, Reflections, Bird-watchings, Fish-stalkings, Visions, Songs and Prayers Refracting Light, from Living Rivers, in the Age of the Industrial Dark
",David James Duncan,"
  4.09
","

  760
  ratings
","

    64
    reviews
","In this remarkable collection of essays, David James Duncan, award-winning author of ""The River Why, ""braids his contemplative, activist, and rhapsodic voices together into a potently distinctive whole, speaking with power and urgency about the vital connections between our water-filled bodies and this water-covered planet.The twenty-two essays in this collection swirl and eddy around the author's early-forged bond with the rivers of the Pacific Northwest and their endangered native salmon. With a bracing blend of story, logic, science, and humor, Duncan relates mystical, life-changing fishing adventures; draws incisive portraits of the humans and wild creatures who shaped his destiny; attacks the corporate greed and political folly that have brought whole ecosystems to ruin; and meditates on the spiritual and practical necessity of acknowledging our dependence on water in its primal state.",1578050499,9781578050499),Hardcover,,304 pages,"
            Published
        July 17th 2001
         by Sierra Club Books

      ","['Nonfiction', 'Writing', 'Essays', 'Environment', 'Nature', 'Autobiography', 'Memoir', 'Environment']"
50615,"
      The Invention of Solitude
",Paul Auster,"
  3.79
","

  9,990
  ratings
","

    1,083
    reviews
","In this debut work by New York Times-bestselling author Paul Auster (The New York Trilogy), The Invention of Solitude, a memoir, established Auster’s reputation as a major new voice in American writing. His moving and personal meditation on fatherhood is split into two stylistically separate sections. In the first, Auster reflects on the memories of his father who was a distant, undemonstrative, and cold man who died an untimely death. As he sifts through his Father’s things, Auster uncovers a sixty-year-old murder mystery that sheds light on his father’s elusive character. In the second section, the perspective shifts and Auster begins to reflect on his own identity as a father by adopting the voice of a narrator, “A.” Through a mosaic of images, coincidences, and associations “A,” contemplates his separation from his son, his dying grandfather, turning the story into a self-conscious reflection on the process of writing.",0143112228,9780143112228),Paperback,,192 pages,"
            Published
        January 30th 2007
         by Penguin Books


              (first published 1982)

","['Nonfiction', 'Autobiography', 'Memoir', 'Biography']"
301823,"
      Say You Love Me
",Johanna Lindsey,"
  4.11
","

  12,280
  ratings
","

    398
    reviews
","Left penniless and in dire straits, Kelsey Langton realizes that only by allowing herself to be sold at auction can she rescue her sister's future. So the proud, desperate lady enters the infamous House of Eros, resigned to becoming some well-heeled gentleman's plaything -- and Lord Derek Malory is the highest bidder for Kelsey's charms.A handsome and irredeemable scoundrel, Derek soon draws the sensuous, unsuspecting maiden into a world of unparalleled pleasures and dangerous rivalries. But Kelsey knows she must always guard the secret of her highborn past -- even as her grace, spirit, and beauty entice her new ""master"" to renounce his scandalous ways and take a gamble on true love.",0380725711,9780380725717),Mass Market Paperback,,413 pages,"
            Published
        December 1st 1997
         by Avon Books


              (first published 1996)

","['Romance', 'Historical Romance', 'Romance', 'Historical', 'Historical', 'Regency']"
555507,"
      Dublin Noir
",Ken Bruen,"
  3.47
","

  171
  ratings
","

    26
    reviews
","Brand new stories by: Ken Bruen, Eoin Colfer, Jason Starr, Laura Lippman, Olen Steinhauer, Peter Spiegelman, Kevin Wignall, Jim Fusilli, John Rickards, Patrick J. Lambe, Charlie Stella, Ray Banks, James O. Born, Sarah Weinman, Pat Mullan, Gary Phillips, Craig McDonald, Duane Swierczynski, Reed Farrel Coleman, and others.Irish crime-fiction sensation Ken Bruen and cohorts shine a light on the dark streets of Dublin. Dublin Noir features an awe-inspiring cast of writers who between them have won all major mystery and crime-fiction awards. This collection introduces secret corners of a fascinating city and surprise assaults on the ""Celtic Tiger"" of modern Irish prosperity.“The stories paint a picture of Dublin as the Celtic Tiger, a beast crouched on its hind legs about leap at you and roaring with its intensity . . . The cynicism and despair of classic noir is portrayed within each of these stories.”—Metro LA“Dublin Noir is perhaps the best short story anthology I’ve read.”—Reviewing the Evidence",1888451920,9781888451924),Paperback,,250 pages,"
            Published
        March 1st 2006
         by Akashic Books


              (first published December 31st 2005)

","['Short Stories', 'Mystery', 'Cultural', 'Ireland', 'Fiction', 'Mystery', 'Noir', 'Mystery', 'Crime', 'Anthologies', 'European Literature', 'Irish Literature']"
373009,"
      Biting the Sun
",Tanith Lee,"
  4.24
","

  1,798
  ratings
","

    157
    reviews
","In a world dedicated to pleasure, one young rebel sets out on a forbidden quest--.Published for the first time in a single volume, Tanith Lee's duet of novels set in a hedonistic Utopia are as riveting and revolutionary as they were when they first appeared two decades ago.It's a perfect existence, a world in which no pleasure is off-limits, no risk is too dangerous, and no responsibilities can cramp your style. Not if you're Jang: a caste of libertine teenagers in the city of Four BEE. But when you're expected to make trouble--when you can kill yourself on a whim and return in another body, when you're encouraged to change genders at will and experience whatever you desire--you've got no reason to rebel...until making love and raising hell, daring death and running wild just leave you cold and empty.Ravenous for true adventures of the mind and body, desperate to find some meaning, one restless spirit finally bucks the system--and by shattering the rules, strikes at the very heart of a soulless society....",0553581309,9780553581300),Paperback,,384 pages,"
            Published
        October 5th 1999
         by Spectra Books


              (first published 1977)

","['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction', 'Dystopia']"
6263078-miles-to-go,"
      Miles to Go
",Miley Cyrus,"
  3.51
","

  8,665
  ratings
","

    860
    reviews
"," """"There are multiple sides to all of us."""" Who we are and who we might be if we follow our dreams."""" "" -Miley Cyrus""  """" Three years ago, Miley Cyrus was a virtual unknown. Her life in rural Tennessee was filled with family, friends, school, cheerleading, and the daily tasks of living on a farm. And then came a little show called ""Hannah Montana."" Almost overnight, Miley would rocket to superstardom, becoming a television and singing phenomenon. Quiet days were replaced with sold-out concerts, television appearances, and magazine shoots. But through it all, Miley has remained close to her family and friends and has stayed connected to the Southern roots that made her so strong. In Miles to Go, Miley offers an honest, humorous, and often touching story of one girl's coming-of-age--from private moments with her pappy to off-roading with her dad, Billy Ray, to her run-ins with mean girls. Miley talks about suffering through drama and heartbreak and coming out the other end unscathed (relatively). And now for the first time, she will discuss it all-the milestones still left to reach (driver's license! voting!), dreams to live out (travel to Asia! find true love!), and the lessons to be learned (remembernig to enjoy every moment!). This is a truly unique look inside the world of one of today's biggest and brightest stars as she tackles looking back and moving forward.",1423119924,9781423119920),Hardcover,,263 pages,"
            Published
        March 3rd 2009
         by Hyperion Books


              (first published January 1st 2009)

","['Biography', 'Nonfiction', 'Biography', 'Autobiography']"
1312205,"
      Understanding the Times: The Collision of Today's Competing Worldviews
",David A. Noebel,"
  4.14
","

  352
  ratings
","

    39
    reviews
","Newly revised and updated with two more worldviews surveyed: Islam and Postmodernism! This book is a landmark guide to understanding the ideas and forces that are shaping our times. From Christianity to Islam to Humanism to Marxism to the New Age to Postmodernism, Understanding the Times provides Christians with a readable, comprehensive treatment of the most significant religious worldviews operating in Western Civilization.",0936163003,9780936163000),Hardcover,,510 pages,"
            Published
        January 1st 2006
         by Summit Press Co


              (first published 1991)

","['Nonfiction', 'Religion', 'Religion', 'Christianity', 'Philosophy', 'Christian', 'Politics']"
28677,"
      The Spirit Ring
",Lois McMaster Bujold,"
  3.62
","

  3,359
  ratings
","

    151
    reviews
",,0671578707,9780671578701),Paperback,,369 pages,"
            Published
        December 28th 2004
         by Baen Books


              (first published 1992)

","['Fantasy', 'Fiction', 'Historical', 'Fantasy', 'Magic', 'Historical', 'Historical Fiction']"
6690630-the-dark-griffin,"
      The Dark Griffin
",K.J. Taylor,"
  3.63
","

  857
  ratings
","

    127
    reviews
","A stunning debut - enter a world where griffins rule in this dark, fast-paced story of fantasy and adventure He wanted to find freedom ... but instead lost his soul.In the land of Cymria, humans and griffins rule side by side ... Arren Cardockson is a despised Northener, a people conquered and enslaved centuries ago. By freak chance, he became a griffiner - chosen by a griffin as their companion - but many resent and fear his existence. Meanwhile, chained in a cage behind the fighting Arena where rogue griffins entertain the crowds, the mysterious black griffin dreams of escape. Arren's meeting with this renegade griffin sets his life on an inexorable path of murder, conflict ... and an encounter with his past. DARKNESS CANNOt BE CAGED",0732288525,9780732288525),Paperback,,528 pages,"
            Published
        August 1st 2009
         by HarperVoyager

      ","['Fantasy', 'Fiction', 'Fantasy', 'High Fantasy', 'Fantasy', 'Magic']"
688993,"
      The Suffolk Trilogy: Knight's Acre / The Homecoming / The Lonely Furrow
",Norah Lofts,"
  4.40
","

  83
  ratings
","

    6
    reviews
",,0340389354,9780340389355),Paperback,,848 pages,"
            Published
        May 1st 1986
         by Coronet


              (first published 1976)

","['Historical', 'Historical Fiction']"
2141382,"
      Los días del fuego
",Liliana Bodoc,"
  4.26
","

  843
  ratings
","

    62
    reviews
","La más grande y terrible guerra contra el Odio Eterno que se haya librado jamás está por concluir. Las Tierras Fértiles preparan a sus mejores hijos para enfrentarla. Mientras tanto, en las Tierras Antiguas la resistencia se organiza evitando los zarpazos de Misáianes, quien todo lo ve desde la impiadosa quietud de su monte. La diáfana y profunda belleza de Los días del Venado y Los días de la Sombra se multiplica en este último volumen de La saga de los Confines, al servicio de la fantasía y de la aventura para conmover y sobresaltar a los lectores, como nunca, como siempre, en cada página. Liliana Bodoc reafirma, nuevamente, su poética destreza narrativa, el inigualable alcance de su universo fantástico. Valiente en su imaginación, atravesada por su consideración ética de la vida y la naturaleza, Los días del fuego es una novela llena de magia y misterio, destinada a perdurar en la memoria y en los corazones.",9875451940,9789875451940),Paperback,,468 pages,"
            Published
        September 28th 2004
         by Grupo Editorial Norma


              (first published 2004)

","['Fantasy', 'European Literature', 'Spanish Literature']"
1311496,"
      The Legend of the Firefish
",George Bryan Polivka,"
  3.88
","

  322
  ratings
","

    41
    reviews
","The Legend of the Firefish is a timeless tale of the pursuit of faith and honor.Packer Throme longs to bring prosperity back to his decaying fishing village by discovering the trade secrets of a notorious pirate who hunts the legendary Firefish and sells the rare meat. Armed with the love of the priest's daughter and a noble purpose, Packer stows away on the ship Trophy Chase bound for sea. But many tests of his faith and his resolve follow.Will belief and vision be enough for the young man to survive?Captivating action, dialogue, and insights into the heroic struggle of faith make this an ideal read for fans of adventure, fantasy, and well-told tales of honor.",0736919562,9780736919562),Paperback,,352 pages,"
            Published
        March 1st 2007
         by Harvest House Publishers

      ","['Fantasy', 'Christian', 'Fiction', 'Christian Fiction', 'Adventure', 'Young Adult', 'Adventure', 'Pirates']"
77998,"
      Le Horla et autres contes fantastiques (Classiques hachette)
",Guy de Maupassant,"
  3.94
","

  7,107
  ratings
","

    176
    reviews
","El Horla y otros cuentos fantásticos agrupa dieciocho relatos de Guy de Maupassant (1850-1893) cuyos ingredientes son el misterio, la locura, los crímenes de oscuro origen, el suicidio, el miedo y la soledad. En ellos, el elemento fantástico no constituye una brutal intrusión en la normalidad, sino que se acompasa, de forma mucho más insidiosa, con la vida cotidiana; es lo incognoscible que ronda en torno al hombre, pero también el reflejo de los fantasmas que habitan su cerebro. En el prólogo que precede a la recopilación, Esther Benítez, traductora del volumen, explica sus criterios de selección y sitúa los relatos en el contexto de la obra y la personalidad de Maupassant.",2011665833,9782011665836),Paperback,,120 pages,"
            Published
        May 1st 2001
         by Ideal Foreign Books


              (first published 1887)

","['Classics', 'Cultural', 'France', 'Short Stories', 'Fiction', 'Horror', 'Fantasy', 'European Literature', 'French Literature']"
6978327-john-brown-rose-and-the-midnight-cat,"
      John Brown, Rose And The Midnight Cat
",Jenny Wagner,"
  4.17
","

  1,002
  ratings
","

    50
    reviews
",,1905117965,9781905117963),Paperback,,32 pages,"
            Published
        July 1st 2009
         by Happy Cat Books (UK)


              (first published January 1st 1977)

","['Childrens', 'Picture Books', 'Childrens', 'Animals', 'Fiction', 'Animals', 'Cats', 'Death', 'Animals', 'Dogs', 'Cultural', 'Australia', 'Family', 'Love']"
266689,"
      Snail Mail, No More
",Paula Danziger,"
  3.80
","

  2,061
  ratings
","

    148
    reviews
","An acclaimed sequel from two of the best-selling children's book authors of all time -- now with an exciting new cover!Elizabeth and Tara*Starr are best friends living in totally different parts of the country. They used to write letters to each other, but now they're both addicted to e-mail. Now they can share their problems instantly . . . and lately they've needed to do that a lot. Responsible, shy Elizabeth is getting used to her parents' separation and the way her family is spinning out of control. Loud, melodramatic Tara*Starr is dealing with some serious sister issues, as well as the growing differences between her and Elizabeth.Will the distance tear their friendship apart forever?",0439063361,9780439063364),Paperback,,320 pages,"
            Published
        April 1st 2001
         by Scholastic Paperbacks


              (first published March 1st 2000)

","['Young Adult', 'Fiction', 'Childrens', 'Childrens', 'Middle Grade', 'Realistic Fiction']"
76822,"
      Brother to a Dragonfly
",Will D. Campbell,"
  4.27
","

  441
  ratings
","

    63
    reviews
",,0826400329,9780826400321),Paperback,,268 pages,"
            Published
        April 1st 1980
         by Continuum


              (first published 1977)

","['Autobiography', 'Memoir', 'Nonfiction', 'Biography', 'American', 'Southern', 'History']"
15151,"
      Juneteenth
",Ralph Ellison,"
  3.61
","

  1,179
  ratings
","

    122
    reviews
","NATIONAL BESTSELLER""[A]n extraordinary book, a work of staggering virtuosity. With its publication, a giant world of literature has just grown twice as tall.""--NewsdayFrom Ralph Ellison--author of the classic novel of African-American experience, Invisible Man--the long-awaited second novel. Here is the master of American vernacular--the rhythms of jazz and gospel and ordinary speech--at the height of his powers, telling a powerful, evocative tale of a prodigal of the twentieth century.""Tell me what happened while there's still time,"" demands the dying Senator Adam Sunraider to the itinerate Negro preacher whom he calls Daddy Hickman. As a young man, Sunraider was Bliss, an orphan taken in by Hickman and raised to be a preacher like himself. Bliss's history encompasses the joys of young southern boyhood; bucolic days as a filmmaker, lovemaking in a field in the Oklahoma sun. And behind it all lies a mystery: how did this chosen child become the man who would deny everything to achieve his goals? Brilliantly crafted, moving, wise, Juneteenth is the work of an American master.",0375707549,9780375707544),Paperback,,400 pages,"
            Published
        June 13th 2000
         by Vintage


              (first published May 29th 1999)

","['Fiction', 'Cultural', 'African American', 'Classics', 'Literature', 'Literature', 'American', 'Historical', 'Historical Fiction', 'Novels', 'Race']"
1630443,"
      Inkheart Movie: Reader
",Gail Herman,"
  3.53
","

  43
  ratings
","

    2
    reviews
","Based on the New York Times bestseller by Cornelia FunkeFarid's life is about to change forever as he is magically transported from the Arabian desert to a dark castle in Europe. He is scared and confused, but wonders if maybe his new life can be better than the harsh and lonely life he has known. Who knows? Maybe he can even make some friends in this strange new world . . .",0545007100,9780545007108),Paperback,,32 pages,"
            Published
        January 1st 2009
         by Scholastic Inc.


              (first published January 1st 2008)

",[]
6338123-cry-for-the-moon,"
      Cry for the Moon
",William Woodall,"
  3.18
","

  136
  ratings
","

    26
    reviews
","What would you do, if the people you loved wanted you to become a monster? What if they wouldn't take no for an answer? When Zach Trewick is faced with questions like these, there seems to be only one choice he can make. . . Run.Sleeping under bridges and raking leaves to scrounge money, he gives up the only life he's ever known and goes in search of his uncle Justin, the only person he can think of who might take him in.But the journey is a long one, and Zach soon discovers that being true to what he believes in can somtimes carry a higher price than he ever imagined.",B001VEI1TG,B001VEI1TG,Kindle Edition,,246 pages,"
            Published

         by Jeremiah Press


              (first published February 11th 2009)

","['Young Adult', 'Fantasy', 'Paranormal', 'Shapeshifters', 'Werewolves', 'Fantasy', 'Paranormal', 'Shapeshifters', 'Animals', 'Wolves', 'Fiction']"
1054035,"
      Cop : A True Story
",Michael L. Middleton,"
  3.99
","

  154
  ratings
","

    17
    reviews
",,0809225409,9780809225408),Paperback,,337 pages,"
            Published
        May 1st 2000
         by McGraw-Hill


              (first published March 1994)

","['Crime', 'True Crime', 'Nonfiction', 'Mystery', 'Crime', 'Autobiography', 'Memoir']"
2342881,"
      The Secret Diaries of Charlotte Brontë
",Syrie James,"
  4.06
","

  2,107
  ratings
","

    434
    reviews
","""I have written about the joys of love. I have, in my secret heart, long dreamt of an intimate connection with a man; every Jane, I believe, deserves her Rochester.""Though poor, plain, and unconnected, Charlotte Bronte possesses a deeply passionate side which she reveals only in her writings—creating Jane Eyre and other novels that stand among literature's most beloved works. Living a secluded life in the wilds of Yorkshire with her sisters Emily and Anne, their drug-addicted brother, and an eccentric father who is going blind, Charlotte Bronte dreams of a real love story as fiery as the ones she creates.But it is in the pages of her diary where Charlotte exposes her deepest feelings and desires—and the truth about her life, its triumphs and shattering disappointments, her family, the inspiration behind her work, her scandalous secret passion for the man she can never have . . . and her intense, dramatic relationship with the man she comes to love, the enigmatic Arthur Bell Nicholls.""Who is this man who has dared to ask for my hand? Why is my father so dead set against him? Why are half the residents of Haworth determined to lynch him—or shoot him?""From Syrie James, the acclaimed, bestselling author of The Lost Memoirs of Jane Austen, comes a powerfully compelling, intensely researched literary feat that blends historical fact and fiction to explore the passionate heart and unquiet soul of Charlotte Bronte. It is Charlotte's story, just as she might have written it herself.",English,English,Paperback,,512 pages,"
            Published
        June 30th 2009
         by Avon A


              (first published January 1st 2009)

","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Romance']"
108119,"
      Final Harvest: Emily Dickinson's Poems
",Emily Dickinson,"
  4.28
","

  1,739
  ratings
","

    63
    reviews
",,English,English,Paperback,,331 pages,"
            Published

         by Little, Brown & Co.


              (first published January 1st 1961)

","['Poetry', 'Classics', 'Fiction', 'Literature', '19th Century']"
49045,"
      New Moon Rising
",Eugenia Price,"
  4.25
","

  971
  ratings
","

    41
    reviews
",,1577361814,9781577361817),Paperback,,352 pages,"
            Published
        February 1st 2000
         by Turner


              (first published 1969)

","['Historical', 'Historical Fiction', 'Fiction', 'Christian Fiction', 'Historical', 'Romance']"
