n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres 
3399331-sweet-revenge,"
      Sweet Revenge
",Sin Nombre,"
  2.96
","

  51
  ratings
","

    18
    reviews
","Penghianatan demi penghianatan membuat Irni apatis terhadap cinta. Adrian, laki-laki yang membuatnya jatuh cinta, ternyata hanya menjadikannya sebagai selingkuhan. Adrian meninggalkannya begitu saja, setelah merampas segala yang berharga buat Irni. Lalu, Angga. Laki-laki yang sempat menjadi suaminya itu, tanpa hati membawa perempuan selingkuhannya ke rumah mereka. Perkawinannya kandas, begitu pula harapannya terhadap cinta.Takdir membawanya bertemu Rizi. Laki-laki berusia lebih muda 16 tahun itu jatuh cinta kepadanya. Ironisnya, Rizi anak kandung Adrian. Laki-laki yang menghancurkan hidup Irni.Irni melihat Rizi sebagai alasan untuk membalas dendam. Dia membunuh semua harapan yang mungkin dia punya dengan dendam yang dimilikinya. Namun Rizi berbeda. Mungkinkah masih ada laki-laki yang dapat dipercaya Irni? Bagaimana reaksi Adrian yang mengetahui anaknya berhubungan dengan mantan selingkuhannya?Lagi-lagi, cinta berada sangat dekat dengan benci. Bahkan, terkadang tak terkenali, apakah dendam ataukah cinta?",9797802485,9797802485,Paperback,,210 pages,"
            Published
        2008
         by gagas media

      ","['Asian Literature', 'Indonesian Literature']"
25071,"
      The Good Life
",Jay McInerney,"
  3.44
","

  2,851
  ratings
","

    277
    reviews
","In The Good Life, Jay McInerney unveils a story of love, family, conflicting desires, and catastrophic loss in his most powerfully searing work thus far. Clinging to a semi-precarious existence in TriBeCa, Corrine and Russell Calloway have survived a separation and are wonderstruck by young twins whose provenance is nothing less than miraculous. Several miles uptown and perched near the top of the Upper East Side's social register, Luke McGavock has postponed his accumulation of wealth in an attempt to recover the sense of purpose now lacking in a life that often gives him pause. But on a September morning, brightness falls horribly from the sky, and people worlds apart suddenly find themselves working side by side at the devastated site.Wise, surprising, and, ultimately, heart-stoppingly redemptive, The Good Life captures lives that allow us to see-through personal, social, and moral complexity-more clearly into the heart of things. Ten years on from Brightness Falls, Russell Calloway is still a literary editor although in a diminished capacity; his wife, Corrine, has sacrificed her career to watch anxiously over their children. Across town Luke McGavock, a wealthy ex-investment banker, is taking a sabbatical from making money, struggling to reconnect with his socially resplendent wife, Sasha, and their angst-ridden teenage daughter, Ashley. These two Manhattan families are teetering on the brink of change when 9/11 happens. The Good Life explores through the lens of catastrophe that territory between hope and despair, love and loss, regret and fulfillment. But, ultimately, this is Jay McInerney doing what he does best, presenting us with the life of New York City in all its moral complexity.",0375411402,9780375411403),Hardcover,,368 pages,"
            Published
        January 31st 2006
         by Knopf

            
              (first published January 1st 2006)
            
","['Fiction', 'New York', 'Contemporary', 'Novels']"
327336,"
      Story Time
",Edward Bloor,"
  3.50
","

  1,101
  ratings
","

    135
    reviews
","George and Kate are promised the finest education when they transfer to the Whittaker Magnet School. It boasts the highest test scores in the nation. But at what price? Their school's curriculum is focused on beating standardized tests; classes are held in dreary, windowless rooms; and students are force-fed noxious protein shakes to improve their test performance. Worst of all, there seems to be a demon loose in the building, one whose murderous work has only just begun.A bitterly funny satire about the state of modern education from the author of Tangerine and Crusader.  Includes a reader's guide and an author's note.",0152052224,9780152052225),Paperback,,444 pages,"
            Published
        August 1st 2005
         by HMH Books for Young Readers

            
              (first published October 1st 2001)
            
","['Young Adult', 'Fantasy', 'Fiction', 'Mystery', 'Young Adult', 'Teen', 'Horror', 'Childrens', 'Humor', 'Fantasy', 'Paranormal', 'Fantasy', 'Supernatural']"
6713322,"
      قصة كاملة لم يؤلفها بشر
",علي الطنطاوي,"
  3.99
","

  304
  ratings
","

    66
    reviews
",,,,Paperback,,30 pages,"
            Published
        2004
         by دار المنارة 

      ",['Short Stories']
1271502,"
      A Widening View
",Carol Lynn Pearson,"
  4.34
","

  32
  ratings
","

    1
    review
","Carol Lynn Pearson has established an impressive career as a best-selling author of more than forty books and plays. With Consider the Butterfly, Carol Lynn moves her relationship with readers in a new and more intimate direction, sharing personal stories in ""an innocent and awesome show-and-tell"" of her experience with the phenomenon of synchronicity. This volume contains 47 of her newest poems.",0884944859,9780884944850),Hardcover,,64 pages,"
            Published
        December 1st 1983
         by Bookcraft Pubs

      ","['Poetry', 'Christianity', 'Lds', 'Womens', 'Feminism', 'Christian']"
6137430-bob-sadino,"
      Bob Sadino : Mereka Bilang Saya Gila!
",Edy Zaqeus,"
  4.22
","

  246
  ratings
","

    21
    reviews
","Bob Sadino sering dianggap sebagai seorang entrepreneur ikon di Indonesia. Keberhasilannya menjadi pionir di bidang agrobisnis dan agroindustri dengan bendera Kemchicks Group begitu membekas. Pergaulannya yang luas di berbagai kalangan dan kepiawaiannya berkomunikasi pun tak diragukan lagi. Tapi, yang tak kalah menarik adalah gaya Bob dalam berpakaian, berpikir, berkomentar, bersikap, dan bertindak. Inilah komentar publik ; nyentrik, unik, stylish, berkelas, provokatif, kontroversial, berani, sangat merdeka, the real entrepreneur, bahkan fenomenal. Namun, satu kalimat yang mungkin mewakili semua pandangan tersebut, seperti yang Bob sendiri katakan, ""Mereka bilang saya gila !""Buku ini bukan biografi, tetapi sebuah buku provokasi dan lecutan-lecutan agar orang -terutama kaum terpelajar bergelar sarjana- berani menggeser paradigmanya, bahwa teori tanpa praktik itu nonsense atau nothing. Bahwa, gerakan kewiraswastaan adalah pemicu kebangkitan Indonesia.Buku ini juga membeberkan konsep-konsep orisinil Bob tentang dunia entrepreneurship, Roda Bob Sadino, Lingkaran Bob Sadino, revolusi pendidikan, sandaran-sandaran wiraswasta, seni bisnis, dan sebuah diskusi tentang kepemimpinan nasional ideal di mata seorang wiraswasta sejati.",,,,,200 pages,"
            Published
        2009
         by Kintamani Publishing

      ",['Biography']
1256621,"
      For Keepsies
",Gary Fincke,"
  4.00
","

  3
  ratings
","

    0
    reviews
",,1566890136,9781566890137),Paperback,,192 pages,"
            Published
        October 1st 1993
         by Coffee House Press

      ",[]
140088,"
      A Secret Rage
",Charlaine Harris,"
  3.54
","

  4,156
  ratings
","

    318
    reviews
",,0345321022,9780345321022),Mass Market Paperback,,192 pages,"
            Published
        July 12th 1985
         by Ballantine Books

            
              (first published January 1984)
            
","['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller']"
115033,"
      The Faith Club: A Muslim, A Christian, A Jew--Three Women Search for Understanding
",Suzanne Oliver,"
  3.76
","

  5,019
  ratings
","

    885
    reviews
","""""Welcome to the Faith Club. We're three mothers from three faiths -- Islam, Christianity, and Judaism -- who got together to write a picture book for our children that would highlight the connections between our religions. But no sooner had we started talking about our beliefs and how to explain them to our children than our differences led to misunderstandings. Our project nearly fell apart.""""After September 11th, Ranya Idliby, an American Muslim of Palestinian descent, faced constant questions about Islam, God, and death from her children, the only Muslims in their classrooms. Inspired by a story about Muhammad, Ranya reached out to two other mothers -- a Christian and a Jew -- to try to understand and answer these questions for her children. After just a few meetings, however, it became clear that the women themselves needed an honest and open environment where they could admit -- and discuss -- their concerns, stereotypes, and misunderstandings about one another. After hours of soul-searching about the issues that divided them, Ranya, Suzanne, and Priscilla grew close enough to discover and explore what united them.""The Faith Club"" is a memoir of spiritual reflections in three voices that will make readers feel as if they are eavesdropping on the authors' private conversations, provocative discussions, and often controversial opinions and conclusions. The authors wrestle with the issues of anti-Semitism, prejudice against Muslims, and preconceptions of Christians at a time when fundamentalists dominate the public face of Christianity. They write beautifully and affectingly of their families, their losses and grief, their fears and hopes for themselves and their loved ones. And as the authors reveal their deepest beliefs, readers watch the blossoming of a profound interfaith friendship and the birth of a new way of relating to others.In a final chapter, they provide detailed advice on how to start a faith club: the questions to ask, the books to read, and most important, the open-minded attitude to maintain in order to come through the experience with an enriched personal faith and understanding of others.Pioneering, timely, and deeply thoughtful, ""The Faith Club""'s caring message will resonate with people of all faiths.For more information or to start your own faith club visit www.thefaithclub.com",074329047X,9780743290470),Hardcover,,320 pages,"
            Published
        October 3rd 2006
         by Free Press

            
              (first published 2006)
            
","['Religion', 'Nonfiction', 'Autobiography', 'Memoir', 'Spirituality']"
195211,"
      The Fact of a Doorframe: Poems Selected and New, 1950-1984
",Adrienne Rich,"
  4.24
","

  3,002
  ratings
","

    71
    reviews
","'Rich's writing has always lifted her naturally toward a unifying transcendental vision, a dream, but a dream simultaneously wrenched and weighted by its moral embodiment, called by her at different stages: love, truth, integrity, commonality, silence. She is a true metaphysical poet...(At times) her dialectical fire produces poems of transcendent beauty.'-Carol Muske, New York Times Book Review",0393310752,9780393310757),Paperback,,358 pages,"
            Published
        January 1st 1994
         by W. W. Norton & Company

            
              (first published 1984)
            
","['Poetry', 'Feminism', 'LGBT']"
92138,"
      The Book of D'ni
",Rand Miller,"
  3.94
","

  2,929
  ratings
","

    80
    reviews
","Excitement for the MYST series continues with the release of the new CD-ROM -- Riven, the long awaited sequel to MYST.In the third novel by the creators of the CD-ROM phenomenon, Catherine and Atrus return to the devastated domain of the D'Ni civilization to fulfill their destinies. But as they begin to search the many worlds, seeking the survivors Ti'ana told them of, they find clues that bring them to a hidden book and discover a secret that the D'Ni masters planned long ago.",078688942X,9780786889426),Paperback,,468 pages,"
            Published
        November 1st 1998
         by Voice

            
              (first published January 1st 1997)
            
","['Fantasy', 'Fiction', 'Science Fiction']"
2063563,"
      My Booky Wook
",Russell Brand,"
  3.43
","

  21,474
  ratings
","

    1,615
    reviews
","In 2006 Russell Brand exploded onto the international comedy scene. He has been named Time Out’s Comedian of the Year, Best Newcomer at the British Comedy Awards, and Most Stylish Man by GQ’s Men. His UK stand-up tour was sold out and his BBC Radio 6 show became a cult phenomenon, the second most popular podcast of the year. Before the fame, however, Russell’s life was anything but glamorous. His father left when he was three months old, he was bulimic at age 12, and began drinking heavily and taking drugs by age 16. He regularly visited prostitutes in Soho, began cutting himself, took drugs on stage during his stand-up shows, and even set himself on fire while on crack cocaine. In 2003 Russell was told that he would be in prison, a mental hospital, or dead within six months unless he went into rehab. He has now been clean for three years, and hasn’t looked back since. This is Russell’s amazing story.",0340936150,9780340936153),Hardcover,,352 pages,"
            Published
        January 1st 2007
         by Hodder And Stoughton

      ","['Nonfiction', 'Biography', 'Autobiography', 'Memoir', 'Biography', 'Autobiography']"
3789901-the-rise-of-david-levinsky,"
      The Rise of David Levinsky
",Abraham Cahan,"
  3.66
","

  515
  ratings
","

    50
    reviews
","Acclaimed by literary critic Carl Van Doren as ""the most important of all immigrant novels,"" The Rise of David Levinsky takes place amid America's biggest and most diverse Yiddish-speaking community during the early 20th century. David Levinsky, a young Hasidic Jew struggling to master the Talmud, seeks his fortune amid the teeming streets of New York's Lower East Side. All the energy formerly focused on his religious studies now turns in the direction of rising to the top of the business world, where he discovers the high price of assimilation. Author Abraham Cahan founded and edited the Jewish Daily Forward, the world's most widely read Yiddish paper, and his direct experience contributes mightily to the authenticity of this monumental work.",0486425177,9780486425177),Paperback,,384 pages,"
            Published
        December 9th 2002
         by Dover Publications

            
              (first published 1917)
            
","['Fiction', 'Literature', 'Jewish', 'Historical', 'Historical Fiction', 'Classics', 'New York', 'Literature', 'Novels', 'Literature', 'American', 'Academic', 'Read For School', 'Religion', 'Judaism']"
4703166-metamorphosis,"
      Metamorphosis
",D.J. McLaurin,"
  4.80
","

  5
  ratings
","

    1
    review
","Grieving the loss of his mother and abandonment by the love of his young life, Michael finds solace in the arms of his good friend, Illian-a party girl and substance abuser. He soon finds that Illian's dope is just the thing he needs to forget his lover, Chachi, and tolerate the constant badgering from his dead mother's ghost. But Joe, Michael's billionaire father, along with Chachi, refuses to give up on Michael and hauls him unceremoniously into unconventional rehab. In the tough yet tender care of Sunny Palmer, the hardcore head of the Progressive Rehabilitation Treatment Center, Michael finds the path to recovery and begins a transformation that brings both pain and confusion. A man now, he's anxious to reunite with his loved ones and ready to deal with his over-bearing father, his fiery ex-lover and Renee, Chachi's venom-spitting ex-girlfriend, whose hatred and jealousy borders on insanity. But not much has ever come easy to Michael, and as he journeys into adult-hood, the secrets he uncovers about himself eclipses every challenge he expected to face. His life is rapidly changing, and he may not be strong enough to grapple with his metamorphosis while beating back the demons that continue to hound his heels It might be that in the love he's running from lies his only hope of weathering his storm.",0979403812,9780979403811),Fiction,,318 pages,"
            Published
        September 29th 2008
         by Taylor Nicole Publishing

            
              (first published September 2008)
            
",[]
1801070,"
      Scent of Cloves
",Norah Lofts,"
  3.89
","

  230
  ratings
","

    14
    reviews
","Julia Ashley was born to a life of dramatic twists and tragedy. Saved from Cromwell’s Irish massacres by her nurse, saved from starvation by a Dutch sea captain… Her future and any possible lasting happiness depended entirely on a ‘glove marriage’ to a man who was no more than a name.  The Dutch East Indies, in the seventeenth century, were lands of legendary riches; of ‘nutmeg princes;’ of fortunes and family empires built on barbaric plantations and slavery. And amid the extravagance, the cruelty, the bizarre customs, perhaps the strangest events of all were the curious weddings that sent girls half-way around the world to husbands they had never seen.  Julia, brave and stoical with a stormy and turbulent history behind her, took her ‘glove’—of yellow, pearl-sewn silk—and began the journey to the island of Rua, to a land of seeming paradise where nothing was exactly as it appeared.",0449229777,9780449229774),Mass Market Paperback,,296 pages,"
            Published
        May 12th 1981
         by Fawcett

            
              (first published 1957)
            
","['Historical', 'Historical Fiction', 'Historical', 'Fiction']"
25933,"
      The Black Sheep
",Honoré de Balzac,"
  3.98
","

  1,626
  ratings
","

    84
    reviews
",,0140442375,9780140442373),Paperback,,339 pages,"
            Published
        May 27th 1976
         by Penguin Classics

            
              (first published 1842)
            
","['Classics', 'Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Literature', '19th Century', 'Literature']"
2142060,"
      Grease
",Ron De Christoforo,"
  4.08
","

  1,024
  ratings
","

    28
    reviews
","AFTER TWENTY YEARS, GREASE IS STILL THE WORD It's the story of Sandy and Danny, dance contests, graduation, drive-ins, and wishing the summer would never end; of fighting and, especially, making up.IT'S THE TIME... IT'S THE PLACE... IT'S THE MOTIONIt's the story of the T-Birds and the Pink Ladies, Greased Lightnin', gang rumbles, Thunder Road, Rydell High, and the Class of '59.IT'S E-LEC-TRI-FY-IN'Most of all, it's the story of how great it can be to hang with friends-- and that special feeling to be with someone who's crazy about you.",0671024566,9780671024567),Paperback,,216 pages,"
            Published
        April 1st 1998
         by Pocket Books

            
              (first published January 1st 1978)
            
","['Romance', 'Plays', 'Fiction', 'Young Adult', 'Music', 'Media Tie In', 'Movies']"
2114866,"
      Recollection Creek
",Fred Gipson,"
  4.00
","

  27
  ratings
","

    2
    reviews
",,006022021X,9780060220211),Library Binding,,,"
            Published
        1955
         by Harper

            
              (first published 1944)
            
","['Historical', 'Historical Fiction', 'Fiction']"
895005,"
      Owls Do Cry
",Janet Frame,"
  4.00
","

  1,210
  ratings
","

    128
    reviews
",,0807609560,9780807609569),Paperback,,210 pages,"
            Published
        March 1st 1982
         by George Braziller

            
              (first published 1957)
            
","['Fiction', 'Historical', 'Historical Fiction', 'Classics', 'Literary Fiction', 'Mental Health', 'Mental Illness']"
244466,"
      Whispers of Winter
",Tracie Peterson,"
  4.14
","

  1,985
  ratings
","

    84
    reviews
","The unforgiving descent of Alaskan winter has Jayce Kincaid and Jacob Barringer struggling for survival after their ship is trapped in the ice floes of the Arctic. Back at Last Chance Creek, Leah and Helaina endure the long separation--Leah wondering if her children will ever know their father and Helaina longing for the chance to express her love to Jacob.When unexpected loss invades their world and tragedy looms once again, will they find the strength to trust in God's faithfulness?",0764227750,9780764227752),Paperback,,381 pages,"
            Published
        November 1st 2006
         by Bethany House Publishers

            
              (first published January 1st 2006)
            
","['Christian Fiction', 'Historical', 'Historical Fiction', 'Christian', 'Romance', 'Fiction']"
3398701-beyond-my-control,"
      Beyond My Control: One Man's Struggle with Epilepsy, Seizure Surgery & Beyond
",Stuart Ross McCallum,"
  4.36
","

  87
  ratings
","

    43
    reviews
","Stuart Ross McCallum shares a true account of his battle with epilepsy-beginning with the peculiar sensations he experienced as a teenager that led to his diagnosis and concluding with his eventual recovery from a temporal lobe lobectomy. McCallum vividly describes his twenty-year journey of living with epilepsy and how this unpredictable disease has not only impacted his life but the lives of everyone around him. For years he operated a business and managed his staff while battling an ever-increasing number of seizures. As his condition worsened and his postseizure responses became more intense, he was often prone to violent outbursts that threatened his safety as well as the safety of those in his inner circle. McCallum shares how the perception of the disease and the socially unacceptable behaviors that occurred as a result of his seizures eventually forced him to risk everything-he made the life-altering decision to undergo two brain operations that he hoped would provide freedom from a life of instability, danger, and stares from strangers.""Beyond My Control"" provides an honest, emotional look into a highly complex and often misunderstood condition and how one man's perseverance helped him break through the darkness to find hope on the other side.",059548705X,9780595487059),Paperback,,108 pages,"
            Published
        May 4th 2008
         by iUniverse

      ","['Nonfiction', 'Autobiography', 'Memoir', 'Health', 'Medicine']"
42157,"
      P.S. Longer Letter Later
",Paula Danziger,"
  3.78
","

  3,039
  ratings
","

    304
    reviews
","Elizabeth and Tara*Starr are totally different. Tara*Starr wears glitter and sequins, loves to be the center of attention, and has two parents who won't grow up. Elizabeth is shy and quiet, hates being the center of attention, and lives in a house where possessions are more important than feelings.Of course, Elizabeth and Tara*Starr are best friends.Then Tara*Starr moves away, and the two girls must continue their friendship through letters. At first, this is no problem. But then their lives begin to change--sometimes for the better, and sometimes for the much worse. Can they stay best friends forever. . or will the distance tear them apart?",0590213113,9780590213110),Paperback,,234 pages,"
            Published
        May 1st 1999
         by Scholastic Paperbacks

            
              (first published 1998)
            
","['Young Adult', 'Fiction', 'Childrens', 'Childrens', 'Middle Grade', 'Realistic Fiction']"
114178,"
      Born In Trilogy Collection
",Nora Roberts,"
  4.39
","

  6,972
  ratings
","

    193
    reviews
","BORN IN FIRE Maggie Concannon is a glassmaker whose exquisite works are more than mere objects of beauty: they are reflections of her own true nature. One man has seen the soul in her art, and vows to help this complex woman build a lucrative career. When gallery owner Rogan Sweeney comes to Maggie's isolated studio, her heart is enflamed by their fierce attraction - and her scarred past is slowly healed by a gentle and forgiving love. BORN IN ICE When the harsh storms of winter descend upon western Ireland, the locals stay indoors - and visitors stay away. Brianna Concannon's bed-and-breakfast becomes a cold and empty place. And that's fine with Brianna. She enjoys the peace and quiet, even when icy winds howl at her window. This year, though, she's expecting an unusual guest - mystery writer Grayson Thane - from America. A restless wanderer with a dark past, he plans to spend the cold winter alone. Yet sometimes fate has a plan of its own. Sometimes a fire can be born in ice . . . BORN IN SHAME Shannon Bodine is a talented graphic artist whose life revolves around her job at a prestigious New York advertising agency. Her world is turned upside down when she learns the identity of her real father: Thomas Concannon. Respecting her late mother's wish, Shannon travels, however reluctantly, to County Clare. There, her loneliness and shame melt away in the embrace of the family she never knew existed. And amid the lush Irish landscape, steeped in mysticism and legend, she discovers the possibility of a love that is meant to be.",1590865375,9781590865378),Audio Cassette,,0 pages,"
            Published
        February 10th 2003
         by Brilliance Audio

            
              (first published 1994)
            
","['Romance', 'Fiction', 'Contemporary']"
109726,"
      The Beautiful Room Is Empty
",Edmund White,"
  3.92
","

  2,560
  ratings
","

    140
    reviews
","When the narrator of White's poised yet scalding autobiographical novel first embarks on his sexual odyssey, it is the 1950s, and America is ""a big gray country of families on drowsy holiday."" That country has no room for a scholarly teenager with guilty but insatiable stirrings toward other men. Moving from a Midwestern college to the Stonewall Tavern on the night of the first gay uprising--and populated by eloquent queens, butch poseurs, and a fearfully incompetent shrink--The Beautiful Room is Empty conflates the acts of coming out and coming of age.""With intelligence, candor, humor--and anger--White explores the most insidious aspects of oppression.... An impressive novel.""--Washington Post book World",0679755403,9780679755401),Paperback,,240 pages,"
            Published
        October 4th 1994
         by Vintage

            
              (first published 1988)
            
","['Fiction', 'LGBT', 'LGBT', 'Gay', 'GLBT', 'Queer']"
1576334,"
      Holy Terror: Andy Warhol Close Up
",Bob Colacello,"
  3.94
","

  568
  ratings
","

    37
    reviews
","From Library JournalThe former editor of Andy Warhol's Interview magazine, Colacello has an insider's story to tell. This book is as bitchy and packed with names as its readers could want. The Andy Warhol Factory is described (not surprisingly) as an exploitative place where Andy got richer and richer while his drones worked harder and harder. Colacello's straightforward chronology of working and partying in Warhol's circle is tinged by his bitterness over a heavy workload and little pay at the Factory. His tone captures perfectly the self-obsessed philosophy that drove Warhol, his hangers-on, and the subculture of sex, drugs, parties, discos, and the New York art scene of the 1970s and early 1980s. Recommended for academic, art, and public libraries. Photos not seen. Previewed in Prepub Alert, LJ 2/1/90.- David Bryant, Belleville P.L., N.J.",0060164190,9780060164195),Hardcover,,768 pages,"
            Published
        August 1st 1990
         by HarperCollins Publishers

            
              (first published 1990)
            
","['Art', 'Biography', 'Nonfiction', 'Culture', 'Pop Culture', 'Autobiography', 'Memoir']"
6439770-love-finds-you-in-liberty-indiana,"
      Love Finds You in Liberty, Indiana
",Melanie Dobson,"
  4.27
","

  492
  ratings
","

    84
    reviews
","In a divided town during a dangerous era, who can be trusted? Liberty, Indiana, is home to a stop on the Underground Railroad operated by Anna Brent and her father, covert abolitionists who harbor runaway slaves traveling toward freedom. The Brents must be very careful; anyone caught aiding runaways is subject to imprisonment under the Fugitive Slave Act of 1850. So when Anna begins to write columns denouncing slavery in the local newspaper, she must adopt a pen name. Even the newspapers editor, Daniel Stanton, does not know the authors true identity. Daniel takes a risk publishing the columnshis job, his newspaper, and his very life might be in danger. When Annas work on the Underground Railroad is threatened, can she turn to Daniel, a man she barely knows, to ensure the safety of the slaves so dear to her? Will she and Daniel be willing to risk everything for their beliefsincluding their personal liberty?",1934770744,9781934770740),Paperback,,348 pages,"
            Published
        June 1st 2009
         by Summerside Press

            
              (first published May 28th 2009)
            
","['Christian Fiction', 'Historical', 'Historical Fiction', 'Christian', 'Historical', 'Romance']"
2076055,"
      A First Look at Communication Theory with Conversations with Communication Theorists CD-ROM 2.0
",Em Griffin,"
  3.77
","

  327
  ratings
","

    19
    reviews
",,0072824824,9780072824827),Paperback,,624 pages,"
            Published
        July 12th 2002
         by McGraw-Hill Humanities/Social Sciences/Languages

            
              (first published October 1st 1996)
            
","['Language', 'Communication', 'Nonfiction', 'Textbooks', 'Academic', 'School', 'Academic']"
3569961-thunder-on-the-mountain,"
      Thunder on the Mountain
",David Poyer,"
  4.07
","

  58
  ratings
","

    6
    reviews
","The western Pennsylvania oil country, the historic area where the American oil industry was founded, spawned Standard Oil, John D. Rockefeller's fortune, and perhaps even the Sherman anti-trust laws, as well as generations of labor strife, but also borders some of the last virgin forest in the Eastern U.S. It is one of the cradles of the discontents of contemporary America.Now Poyer returns to the terrible winter of 1936, and the strike to organize the workers in the Thunder Oil Company after a refinery disaster exposes the company's neglect of workers' safety. Our hero, the Tom Joad-like W. T. Halvorsen, earns the nickname ""Red"" when he becomes a leader of the strike against Daniel Thunner's family company, a strike that draws national attention, and the arrival of professional strikebreaker Pearl Deatherage and of CIO organizer Doris Golden. As the strike spreads in scale and violence, Halvorsen, Thunner and their ideas of honor and morality are put to the test. This is a tough, penetrating, violent novel in the American tradition that goes from Jack London and John Steinbeck to E. L. Doctorow and Mary Lee Settle to, now, David Poyer",0312864949,9780312864941),Hardcover,,382 pages,"
            Published
        January 1st 1999
         by Forge

      ",[]
3854232-shadows-of-the-heart,"
      Shadows of the Heart
",Lord' Williams,"
  4.42
","

  24
  ratings
","

    11
    reviews
","There are some affairs you simply cannot turn your back on-the connection cannot be severed-becoming shadows of the heart. William R. Green, and his wife Yvonne, teetered on the brink of divorce after 25 years of marriage, when William confronted Yvonne about her two-year affair with her former partner, N.Y.P.D. Lieutenant Robert Wells. Yvonne, cast out of her home, took refuge in the arms of Lieutenant Wells. During their vacation in the Bahamas, she began to have second thoughts after a visit with a local witch, and her nervous breakdown on a lonely stretch of beach. Encircled in William's arms, Joann spoke through the congestion in her chest and runny nose. ""Why does it have to hurt to love you?"" The pain shot straight to his heart, but the pain he felt did not surpass the heartache and problems he had caused in the lives of his previous lovers: Joann, Dana, and Andrea. Obsessed, his best friend Jake was determined to unravel the secrets, the lies, and murders in William's dark past. Step into the middle of William's world wind of love and destruction where all he wanted to do was to reconcile his marriage before he faced his own death. However, unbeknownst to William, Yvonne was returning with a decision to make-to kill her husband or go against the odds of starting a new beginning.",0981893805,978981893808),Paperback,,240 pages,"
            Published
        October 1st 2008
         by Words to a Page Publishers

      ",[]
5996621-inkheart,"
      Inkheart: Movie Storybook. Adapted by Sonia Sander
",Cornelia Funke,"
  3.82
","

  100
  ratings
","

    5
    reviews
",,1905294824,9781905294824),Paperback,,48 pages,"
            Published
        October 1st 2008
         by Scholastic

            
              (first published January 1st 2008)
            
","['Fantasy', 'Childrens', 'Young Adult']"
6643948,"
      حياة محمد
",محمد حسين هيكل,"
  4.33
","

  976
  ratings
","

    101
    reviews
",إذا كان النبي صلى الله عليه و سلم خاتم الأنبياء و ليس للعالم بعده هادو مرشد .. و كان دينه أكمل دين بنص الوحي القاطع فقد وفق الدكتور محمد حسين هيكل في كتابه هذا في تنسيق الحوادث ورب بعضها ببعض فجاء كتابه عقدا منضدا و سلسلة محكمة الحلقات و قد أبدع في بيان الأسباب و الأغراض و الحكم بيانا قويا واضحا يجعل القارئ مطمئن النفس رضي القلب و يثلج صدره ببرد اليقين فيملك عليه أمره و يجبره على متابعة القراءة حتى يوفى على آخر ما بيده من الكتاب .,9953346453,9953346453,Hardcover,,525 pages,"
            Published
        2009
         by المكتبة العصرية

            
              (first published January 1st 1935)
            
","['History', 'Religion', 'Islam', 'Religion', 'Biography', 'Nonfiction', 'Biography', 'Autobiography', 'Unfinished']"
6571963-proof-by-seduction,"
      Proof by Seduction
",Courtney Milan,"
  3.80
","

  4,103
  ratings
","

    466
    reviews
","She was his last chance for a future of happiness...A gifted fortune-teller from a humble background, Jenny can make even the most sophisticated skeptic believe her predictions simply by batting her smoky eyelashes. Until she meets her match in Gareth Carhart, the Marquess of Blakely, a sworn bachelor and scientist.He just didn't know it yetBroodingly handsome, Gareth is scandalized to discover his cousin has fallen under the spell of ""Madame Esmerelda,"" and vows to prove Jenny a fraud. But his unexpected attraction to the fiery enchantress defies logic. Jenny disrupts every facet of Gareth's calculated plan--until he can't decide whether to seduce her or ruin her. Now, as they engage in a passionate battle of wills, two lonely souls must choose between everything they know...and the boundless possibilities of love.",0373774397,9780373774395),Mass Market Paperback,,352 pages,"
            Published
        January 1st 2010
         by HQN Books

            
              (first published December 15th 2009)
            
","['Romance', 'Romance', 'Historical Romance', 'Historical', 'Historical', 'Historical Fiction', 'Fiction']"
3978,"
      A Winter Haunting
",Dan Simmons,"
  3.59
","

  6,741
  ratings
","

    528
    reviews
","A once-respected college professor and novelist, Dale Stewart has sabotaged his career and his marriage -- and now darkness is closing in on him. In the last hours of Halloween he has returned to the dying town of Elm Haven, his boyhood home, where he hopes to find peace in isolation. But moving into a long-deserted farmhouse on the far outskirts of town -- the one-time residence of a strange and brilliant friend who lost his young life in a grisly ""accident"" back in the terrible summer of 1960 -- is only the latest in his long succession of recent mistakes. Because Dale is not alone here. He has been followed to this house of shadows by private demons who are now twisting his reality into horrifying new forms. And a thick, blanketing early snow is starting to fall ...",0380817160,9780380817160),Paperback,,371 pages,"
            Published
        December 31st 2002
         by HarperTorch

            
              (first published 2002)
            
","['Horror', 'Fiction', 'Mystery', 'Fantasy', 'Paranormal', 'Paranormal', 'Ghosts', 'Fantasy', 'Supernatural']"
