0,27371034
1,7897851
2,40121205
3,43700638
4,43600950
5,44575575
6,17623975
7,35231
8,27774758
9,34511
10,9009637
11,22293224
12,11187932
13,15796700
14,4659
15,13453029
16,20801439
17,19549841
18,12983100
19,28009303
20,1499952
21,16429619
22,15055
23,4395
24,30008702
25,34553023
26,46601
27,618177
28,18251020
29,7913305
30,364826
31,35262703
32,2199
33,18776097
34,6582637
35,11733898
36,43460271
37,11733930
38,37586
39,253058
40,43251704
41,88389
42,20388847
43,17673620
44,18132276
45,34927038
46,9804
47,7704143
48,45043077
49,11298
50,17455585
51,14061955
52,45999008
53,18930938
54,17231
55,24536832
56,31408159
57,18754855
58,18136407
59,46760314
60,42773851
61,17236613
62,6567284
63,19161852
64,19183499
65,42439142
66,17798287
67,15768191
68,11987
69,16134551
70,18710853
71,14383
72,17383481
73,17936909
74,35508805
75,13402447
76,18500665
77,12020927
78,15803693
79,18404957
80,26119570
81,35360143
82,38495676
83,9305362
84,17158513
85,46360566
86,14061957
87,1772910
88,10016013
89,7170627
90,16142105
91,23769683
92,8434205
93,33967732
94,2179276
95,13519397
96,17977415
97,16109563
98,41128585
99,24856817
100,30165203
101,316943
102,36381037
103,153795
104,6387565
105,9814682
106,5031805
107,16007855
108,16160314
109,20567969
110,35817844
111,16031258
112,682745
113,458034
114,15992880
115,18498558
116,20903135
117,3099780
118,15158
119,55428
120,13834
121,27619091
122,2750180
123,17377032
124,11805486
125,31215933
126,40891943
127,31921231
128,18720887
129,17387313
130,23258641
131,13891
132,13260668
133,24920901
134,7592279
135,385228
136,5295735
137,6288362
138,24283871
139,21222015
140,25060793
141,153800
142,92057
143,920607
144,13183957
145,43887
146,9533378
147,25230946
148,40881903
149,1099262
150,36697343
151,40111371
152,10860399
153,15778138
154,180426
155,15781026
156,18481271
157,35440465
158,12021
159,84351
160,28382
161,20359114
162,18624197
163,18210758
164,250024
165,9496240
166,13573795
167,20512062
168,36576608
169,24408
170,9838977
171,17860199
172,1301625
173,24687
174,15992895
175,9409469
176,63913
177,18874565
178,95621
179,12969140
180,9462
181,22733616
182,760
183,18516961
184,40219600
185,71778
186,23403402
187,38230346
188,92308
189,47370723
190,785454
191,66354
192,3831279
193,71252
194,13508406
195,15954655
196,19464292
197,40273980
198,26119524
199,33597279
200,42270550
201,385706
202,26146630
203,18134249
204,3338544
205,14495404
206,15704001
207,40536620
208,2284803
209,6748
210,126381
211,8239301
212,21015194
213,34368744
214,9917945
215,17237477
216,298137
217,44001
218,381112
219,89731
220,10941624
221,117251
222,194366
223,17879512
224,18685332
225,22031070
226,24956436
227,31818553
228,35648165
229,13419125
230,17833493
231,25766585
232,35164507
233,16186085
234,17454163
235,14745338
236,13495947
237,12963457
238,12030849
239,17608096
240,16200303
241,30975899
242,7557548
243,23874411
244,18373829
245,22917
246,23279048
247,11187861
248,17383994
249,127584
250,416775
251,32853031
252,2533529
253,16109045
254,18341046
255,8164566
256,24985876
257,24985673
258,13038680
259,22020052
260,7785207
261,18461055
262,12292002
263,22820335
264,11051889
265,16074582
266,13496575
267,3331756
268,11299
269,31079552
270,38451700
271,13568322
272,32978448
273,10737650
274,13568619
275,4831
276,140671
277,20646604
278,35036409
279,17317675
280,18657517
281,12439057
282,6992777
283,7182899
284,11851522
285,87425
286,16045855
287,3077
288,17375956
289,20317106
290,21414439
291,7117109
292,15992396
293,14655460
294,17567854
295,17871711
296,20569957
297,18343754
