n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres 
7150174-the-strange-case-of-origami-yoda,"
      The Strange Case of Origami Yoda
",Tom Angleberger,"
  3.90
","

  26,794
  ratings
","

    3,047
    reviews
","IT TAKES THE WISDOM OF YODA TO SURVIVE THE SIXTH GRADEMeet Dwight, a sixth-grade oddball. Dwight does a lot of weird things, like wearing the same T-shirt for a month or telling people to call him ""Captain Dwight."" This is embarrassing, particularly for Tommy, who sits with him at lunch every day. But Dwight does one cool thing. He makes origami. One day he makes an origami finger puppet of Yoda. And that's when things get mysterious. Origami Yoda can predict the future and suggest the best way to deal with a tricky situation. His advice actually works, and soon most of the sixth grade is lining up with questions.Tommy wants to know how Origami Yoda can be so smart when Dwight himself is so clueless. Is Yoda tapping into the Force? It's crucial that Tommy figure out the mystery before he takes Yoda's advice about something VERY IMPORTANT that has to do with a girl.This is Tommy's case file of his investigation into ""The Strange Case of Origami Yoda.""",0810984253,9780810984257),Hardcover,,141 pages,"
            Published
        March 1st 2010
         by Amulet Books

      ","['Humor', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Fiction', 'Childrens', 'Young Adult']"
13487029-foretold,"
      Foretold
",Jana Oliver,"
  4.33
","

  6,061
  ratings
","

    483
    reviews
","In the fourth Demon Trappers novel, Riley faces the final battle for humanity and Beck's heart—and Hell is the least of her problemsNow that Riley’s managed to (just barely) fend off Armageddon, everything’s changed. Well . . . most things. After their passionate kiss before the big battle in the cemetery, Beck is back to treating her like a little girl, as if nothing ever happened. While she’d love to just tell him off and move on, Riley vowed to take care of Beck the way he’s taken care of her since her father’s death—but she’s about to get a whole lot more than she bargained for. When she’s commissioned to go with Beck to his hometown and help him care for his dying mother, they stumble too close to a dark and murderous secret, one that Beck fears will drive Riley away from him forever. As chaos breaks loose, Riley may be Beck's only hope for redemption . . . and survival.Meanwhile, up in Atlanta, it’s quickly becoming clear that Heaven may have won a battle, but the war is far from over. Riley and Beck face a stormy future, as Lucifer's ex-right-hand-man, Sartael, proves himself to be more resilient than anyone thought. He has Atlanta in his grip and is about to begin a brutal war with the prince of Hell. As the seconds tick down toward a final confrontation, it's up to Riley and the man she loves to finally defeat their old enemy, or lose everything they've fought for.http://us.macmillan.com/foretold/Jana...",1447216067,9781447216063),Paperback,UK,438 pages,"
            Published
        August 6th 2012
         by Macmillan Children's Books

            
              (first published August 2nd 2012)
            
","['Young Adult', 'Fantasy', 'Paranormal', 'Paranormal', 'Demons', 'Fantasy', 'Paranormal', 'Angels', 'Romance', 'Fantasy', 'Urban Fantasy']"
13452375-legion,"
      Legion
",Brandon Sanderson,"
  4.14
","

  31,538
  ratings
","

    2,755
    reviews
","""Stephen Leeds, AKA 'Legion,' is a man whose unique mental condition allows him to generate a multitude of personae: hallucinatory entities with a wide variety of personal characteristics and a vast array of highly specialized skills. As the story begins, Leeds and his 'aspects' are drawn into the search for the missing Balubal Razon, inventor of a camera whose astonishing properties could alter our understanding of human history and change the very structure of society""--From publisher's description",1596064854,9781596064850),Hardcover,,88 pages,"
            Published
        August 31st 2012
         by Subterranean Press

      ","['Fantasy', 'Science Fiction', 'Fiction', 'Mystery', 'Fantasy', 'Urban Fantasy']"
262151,"
      Socrates In Love
",Kyōichi Katayama,"
  3.62
","

  4,253
  ratings
","

    511
    reviews
","Socrates in Love took the Japanese publishing industry by storm, becoming the all-time best selling novel in Japan! Finally, U.S. readers will be able to experience the phenomenon that became the inspiration for a blockbuster movie, a hit TV show, and a popular manga. A national sensation that touched over three million readers, Kyoichi Katayama brought innocent love and romance to the forefront of Japan's ultra-hip mass market. Affectionately known as ""Sekachu"" in Japan, Katayama's novel depects a sweet high school romance between an average guy and a popular girl. But tragedy ensues when the girl falls ill with leukemia. A bittersweet tale of young love, enduring devotion, and heartbreaking loss, socrates in Love is a story to cherish and nurture.",1421501546,9781421501543),Hardcover,,208 pages,"
            Published
        October 11th 2005
         by VIZ Media LLC

            
              (first published 2001)
            
","['Romance', 'Fiction', 'Asian Literature', 'Japanese Literature', 'Young Adult', 'Cultural', 'Japan']"
25526296-every-heart-a-doorway,"
      Every Heart a Doorway
",Seanan McGuire,"
  3.83
","

  48,488
  ratings
","

    9,898
    reviews
","Eleanor West’s Home for Wayward ChildrenNo SolicitationsNo VisitorsNo QuestsChildren have always disappeared under the right conditions; slipping through the shadows under a bed or at the back of a wardrobe, tumbling down rabbit holes and into old wells, and emerging somewhere... else.But magical lands have little need for used-up miracle children.Nancy tumbled once, but now she’s back. The things she’s experienced... they change a person. The children under Miss West’s care understand all too well. And each of them is seeking a way back to their own fantasy world.But Nancy’s arrival marks a change at the Home. There’s a darkness just around each corner, and when tragedy strikes, it’s up to Nancy and her new-found schoolmates to get to the heart of the matter.No matter the cost.",0765385503,9780765385505),Hardcover,,173 pages,"
            Published
        April 5th 2016
         by Tor.com

      ","['Fantasy', 'Young Adult', 'Fiction', 'Mystery', 'LGBT']"
17157681-the-hobbit-part-one,"
      The Hobbit, Part One
",J.R.R. Tolkien,"
  4.25
","

  206,817
  ratings
","

    189
    reviews
","Smaug certainly looked fast asleep, when Bilbo peeped once more from the entrance. He was just about to step out onto the floor when he caught a sudden thin ray of red from under the drooping lid of Smaug's left eye. He was only pretending to be sleep! He was watching the tunnel entrance!Whisked from his comfortable hobbit-hole by Gandalf the wizard and a band of dwarves, Bilbo Baggins finds himself caught up in a plot to raid the treasure hoard of Smaug the Magnificent, a large and very dangerous dragon.",,,Paperback,,230 pages,"
            Published
        August 30th 2012
         by HarperCollins Children's Books

            
              (first published September 21st 1937)
            
","['Fantasy', 'Fiction', 'Classics', 'Adventure']"
40597810-daisy-jones-the-six,"
      Daisy Jones & The Six
",Taylor Jenkins Reid,"
  4.23
","

  103,097
  ratings
","

    18,645
    reviews
","Everyone knows Daisy Jones & The Six, but nobody knows the reason behind their split at the absolute height of their popularity . . . until now.Daisy is a girl coming of age in L.A. in the late sixties, sneaking into clubs on the Sunset Strip, sleeping with rock stars, and dreaming of singing at the Whisky a Go Go. The sex and drugs are thrilling, but it’s the rock and roll she loves most. By the time she’s twenty, her voice is getting noticed, and she has the kind of heedless beauty that makes people do crazy things.Also getting noticed is The Six, a band led by the brooding Billy Dunne. On the eve of their first tour, his girlfriend Camila finds out she’s pregnant, and with the pressure of impending fatherhood and fame, Billy goes a little wild on the road.Daisy and Billy cross paths when a producer realizes that the key to supercharged success is to put the two together. What happens next will become the stuff of legend.The making of that legend is chronicled in this riveting and unforgettable novel, written as an oral history of one of the biggest bands of the seventies. Taylor Jenkins Reid is a talented writer who takes her work to a new level with Daisy Jones & The Six, brilliantly capturing a place and time in an utterly distinctive voice.",1524798622,9781524798628),Hardcover,,368 pages,"
            Published
        March 5th 2019
         by Ballantine Books

      ","['Fiction', 'Historical', 'Historical Fiction', 'Audiobook']"
3307144-king-of-sword-and-sky,"
      King of Sword and Sky
",C.L. Wilson,"
  4.29
","

  9,051
  ratings
","

    390
    reviews
","One passion could unite them.One enemy could destroy them.Rain, the proud and haunted Fey King, risked everything to follow his heart and his destiny to Ellysetta—his truemate, his love, the woodcarver's daughter who possessed miraculous gifts she did not understand. He defied the nobles of Celieria to claim her, battled demons and Elden mages to wed her. And now he must protect her—and his imperiled kingdom—with magic, steel, and scorching flame. For his soul-kin, the magical tairen, are dying, and only the Fey King's bride can save them . . . if Rain can help his beloved embrace the magic within her and forge the unbreakable bond of passion and power necessary to save her soul.",0843960590,9780843960594),Mass Market Paperback,,467 pages,"
            Published
        September 1st 2008
         by Leisure Books 

      ","['Fantasy', 'Romance', 'Romance', 'Fantasy Romance', 'Fantasy', 'Magic', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fairies', 'Fae', 'Adult', 'Fantasy', 'High Fantasy', 'Fiction']"
13661,"
      Tehanu
",Ursula K. Le Guin,"
  3.94
","

  30,478
  ratings
","

    1,467
    reviews
","Years ago, they had escaped together from the sinister Tombs of Atuan—she, an isolated young priestess; he, a powerful wizard. Now she is a farmer's widow, having chosen for herself the simple pleasures of an ordinary life. And he is a broken old man, mourning the powers lost to him through no choice of his own.Once, when they were young, they helped each other at a time of darkness and danger and shared an adventure like no other. Now they must join forces again, to help another in need -- the physically and emotionally scarred child whose own destiny has yet to be revealed.",1416509631,9781416509639),Paperback,,281 pages,"
            Published
        November 23rd 2004
         by Pocket Books

            
              (first published June 20th 1990)
            
","['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy']"
406186,"
      Mara, Daughter of the Nile
",Eloise Jarvis McGraw,"
  4.24
","

  9,219
  ratings
","

    787
    reviews
","Mara is a proud and beautiful slave girl who yearns for freedom. In order to gain it, she finds herself playing the dangerous role of double spy for two arch enemies - each of whom supports a contender for the throne of Egypt.Against her will, Mara finds herself falling in love with one of her masters, the noble Sheftu, and she starts to believe in his plans of restoring Thutmose III to the throne. But just when Mara is ready to offer Sheftu her help and her heart, her duplicity is discovered, and a battle ensues in which both Mara's life and the fate of Egypt are at stake.",0140319298,9780140319293),Paperback,,279 pages,"
            Published
        October 1st 1985
         by Puffin Books

            
              (first published 1953)
            
","['Historical', 'Historical Fiction', 'Young Adult', 'Historical', 'Romance', 'Fiction', 'Northern Africa', 'Egypt']"
61880,"
      Memory
",Lois McMaster Bujold,"
  4.45
","

  14,199
  ratings
","

    696
    reviews
","Forced to abandon his undercover role as leader of the Dendarii Mercenaries, Miles Vorkosigan persuades Emperor Gregor to appoint him Imperial Auditor so he can penetrate Barrayar’s intelligence and security operations (ImpSec). Simon Illyan, head of ImpSec and Miles’ former boss, is failing physically and mentally, and Miles sets out to find out why -- and who, if anyone, is behind Illyan’s rapid decline. Library Journal calls Miles “one of the genre’s most enterprising and engaging heroes”. A Hugo and Nebula Award finalist.",2290052302,9782290052303),Mass Market Paperback,,509 pages,"
            Published
        2005
         by J'ai lu

            
              (first published August 1st 1996)
            
","['Science Fiction', 'Fiction', 'Space', 'Space Opera']"
824062,"
      God's Smuggler
",Brother Andrew,"
  4.35
","

  29,298
  ratings
","

    800
    reviews
","As a boy he dreamed of being a spy undercover behind enemy lines. As a man he found himself undercover for God. Brother Andrew was his name and for decades his life story, recounted in God's Smuggler, has awed and inspired millions. The bestseller tells of the young Dutch factory worker's incredible efforts to transport Bibles across closed borders-and the miraculous ways in which God provided for him every step of the way. Revell and Chosen now reintroduce this powerful story with two new releases: a 35th anniversary edition and The Narrow Road, an expanded youth edition. Both contain a new foreword and afterword. The youth edition also features information about ministry to the persecuted church today, including country profiles, quotes from Christians in underground churches, ""what if"" scenarios based on real-life threats they face, and stories from others who have participated in Brother Andrew's Bible-smuggling work. Brother Andrew's story remains as inspiring today as it was thirty-five years ago, and with these new releases it will motivate a whole new generation to risk everything to follow God's call.",0800793013,9780800793012),Paperback,,256 pages,"
            Published
        April 5th 2012
         by Chosen Books

            
              (first published 1964)
            
","['Christian', 'Biography', 'Nonfiction', 'History', 'Religion', 'Christianity', 'Religion', 'Faith']"
588242,"
      Kiss of the Spider Woman
",Manuel Puig,"
  3.97
","

  11,432
  ratings
","

    712
    reviews
","Sometimes they talk all night long. In the still darkness of their cell, Molina re-weaves the glittering and fragile stories of the film he loves, and the cynical Valentin listens. Valentin believes in the just cause which makes all suffering bearable; Molina believes in the magic of love which makes all else endurable. Each has always been alone, and always - especially now - in danger of betrayal. But in cell 7 each surrenders to the other something of himself that he has never surrendered before.",0679724494,9780679724490),Paperback,,281 pages,"
            Published
        April 3rd 1991
         by Vintage

            
              (first published 1976)
            
","['Fiction', 'LGBT', 'European Literature', 'Spanish Literature', 'Cultural', 'Latin American']"
6202556-the-evolution-of-calpurnia-tate,"
      The Evolution of Calpurnia Tate
",Jacqueline Kelly,"
  3.99
","

  27,536
  ratings
","

    4,384
    reviews
","Calpurnia Virginia Tate is eleven years old in 1899 when she wonders why the yellow grasshoppers in her Texas backyard are so much bigger than the green ones. With a little help from her notoriously cantankerous grandfather, an avid naturalist, she figures out that the green grasshoppers are easier to see against the yellow grass, so they are eaten before they can get any larger.As Callie explores the natural world around her, she develops a close relationship with her grandfather, navigates the dangers of living with six brothers, and comes up against just what it means to be a girl at the turn of the century.Debut author Jacqueline Kelly deftly brings Callie and her family to life, capturing a year of growing up with unique sensitivity and a wry wit.",0805088415,9780805088410),Hardcover,,344 pages,"
            Published
        2009
         by Henry Holt and Company

      ","['Historical', 'Historical Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Historical', 'Childrens']"
10357792-up-from-the-grave,"
      Up from the Grave
",Jeaniene Frost,"
  4.29
","

  25,621
  ratings
","

    2,380
    reviews
","There’s always one more grave to dig.Lately, life has been unnaturally calm for vampires Cat Crawfield and her husband, Bones. They should have known better than to relax their guard, because a shocking revelation sends them back into action to stop an all-out war.A rogue CIA agent is involved in horrifying secret activities that threaten to raise tensions between humans and the undead to dangerous heights. Now Cat and Bones are in a race against time to save their friends from a fate worse than death … because the more secrets they unravel, the deadlier the consequences. And if they fail, their lives—and those of everyone they hold dear—will be hovering on the edge of the grave.",0062076116,9780062076113),Mass Market Paperback,,372 pages,"
            Published
        January 28th 2014
         by Avon

      ","['Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Romance', 'Fantasy']"
13069935-ask-the-passengers,"
      Ask the Passengers
",A.S. King,"
  3.86
","

  22,663
  ratings
","

    2,545
    reviews
","Astrid Jones desperately wants to confide in someone, but her mother's pushiness and her father's lack of interest tell her they're the last people she can trust. Instead, Astrid spends hours lying on the backyard picnic table watching airplanes fly overhead. She doesn't know the passengers inside, but they're the only people who won't judge her when she asks them her most personal questions--like what it means that she's falling in love with a girl.As her secret relationship becomes more intense and her friends demand answers, Astrid has nowhere left to turn. She can't share the truth with anyone except the people at thirty thousand feet, and they don't even know she's there. But little does Astrid know just how much even the tiniest connection will affect these strangers' lives--and her own--for the better.In this truly original portrayal of a girl struggling to break free of society's definitions, Printz Honor author A.S. King asks readers to question everything--and offers hope to those who will never stop seeking real love.",0316194689,9780316194686),Hardcover,,304 pages,"
            Published
        October 23rd 2012
         by Little, Brown BFYR

      ","['Young Adult', 'LGBT', 'Contemporary', 'Fiction', 'Romance', 'Realistic Fiction']"
18285151-more-than-this,"
      More Than This
",Jay McLean,"
  4.12
","

  32,620
  ratings
","

    2,971
    reviews
","When Mikayla imagined her prom night, she envisioned a fairy-tale evening full of romance. So when betrayal and tragedy come in quick succession, Mikayla is completely destroyed. Suddenly, everything she loved and everyone she relied on are tragically, irrevocably gone.Jake, a handsome boy she just met, happens to witness her loss. With no one to turn to, Mikayla is forced to depend on this near stranger and his family, and he in turn is determined to take care of her. But Mikayla—thrust into adulthood with no one to guide her—is desperate to contain her grief and hide what she considers to be her weakness. Mikayla and Jake both want more, but despite their growing closeness and intense chemistry, she tries to keep her distance and protect her heart. As he does everything in his power to win her trust, Mikayla must choose between remaining alone and safe or letting love in.",,,Kindle Edition,2nd edition,287 pages,"
            Published
        July 10th 2013
        

      ","['New Adult', 'Romance', 'Contemporary', 'Young Adult', 'Academic', 'College']"
4066312-smooth-talking-stranger,"
      Smooth Talking Stranger
",Lisa Kleypas,"
  4.16
","

  34,177
  ratings
","

    1,725
    reviews
","Jack Travis leads the uncomplicated life of a millionaire Texas playboy.  He makes no commitments, he loves many women, he lives for pleasure.  But no one has ever truly touched his heart or soul.  Until one day, a woman appears on his doorstep with fury on her face and a baby in her arms.  It seems Jack is the father and this woman is the baby’s aunt. The real mother has abandoned the child to her more responsible sister.  And now, Jack is being called upon to take responsibility for the first time in his life.  With delicious romantic tension, characters so real they walk onto the page and into your heart, Lisa Kleypas delivers the kind of novel that makes you laugh, love; cry and cheer. ",0312351666,9780312351663),Mass Market Paperback,,340 pages,"
            Published
        March 31st 2009
         by St. Martin's Press

            
              (first published January 1st 2009)
            
","['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult']"
23246694-dom-wars,"
      Dom Wars: Round 4, 5, 6
",Lucian Bane,"
  4.26
","

  405
  ratings
","

    44
    reviews
",,,,Kindle Edition,,380 pages,"
            Published
        September 8th 2014
        

      ","['Adult Fiction', 'Erotica']"
76865,"
      Good to Great: Why Some Companies Make the Leap... and Others Don't
",James C. Collins,"
  4.08
","

  109,851
  ratings
","

    3,919
    reviews
","To find the keys to greatness, Collins's 21-person research team read and coded 6,000 articles, generated more than 2,000 pages of interview transcripts and created 384 megabytes of computer data in a five-year project. The findings will surprise many readers and, quite frankly, upset others.The ChallengeBuilt to Last, the defining management study of the nineties, showed how great companies triumph over time and how long-term sustained performance can be engineered into the DNA of an enterprise from the very beginning. But what about the company that is not born with great DNA? How can good companies, mediocre companies, even bad companies achieve enduring greatness? The StudyFor years, this question preyed on the mind of Jim Collins. Are there companies that defy gravity and convert long-term mediocrity or worse into long-term superiority? And if so, what are the universal distinguishing characteristics that cause a company to go from good to great?The StandardsUsing tough benchmarks, Collins and his research team identified a set of elite companies that made the leap to great results and sustained those results for at least fifteen years. How great? After the leap, the good-to-great companies generated cumulative stock returns that beat the general stock market by an average of seven times in fifteen years, better than twice the results delivered by a composite index of the world's greatest companies, including Coca-Cola, Intel, General Electric, and Merck. The ComparisonsThe research team contrasted the good-to-great companies with a carefully selected set of comparison companies that failed to make the leap from good to great. What was different? Why did one set of companies become truly great performers while the other set remained only good? The FindingsThe findings of the Good to Great study will surprise many readers and shed light on virtually every area of management strategy and practice. The findings include:Level 5 Leaders: The research team was shocked to discover the type of leadership required to achieve greatness.The Hedgehog Concept (Simplicity within the Three Circles): To go from good to great requires transcending the curse of competence.A Culture of Discipline: When you combine a culture of discipline with an ethic of entrepreneurship, you get the magical alchemy of great results. Technology Accelerators: Good-to-great companies think differently about the role of technology.The Flywheel and the Doom Loop: Those who launch radical change programs and wrenching restructurings will almost certainly fail to make the leap.",0066620996,9780066620992),Hardcover,,300 pages,"
            Published
        October 16th 2001
         by HarperBusiness

      ","['Business', 'Leadership', 'Buisness', 'Self Help', 'Nonfiction']"
91201,"
      Doctors
",Erich Segal,"
  4.02
","

  12,866
  ratings
","

    469
    reviews
","Writing with all the passion of ""Love Story"" and power of ""The Class,"" Erich Segal sweeps us into the lives of the Harvard Medical School's class of 1962. His stunning novel reveals the making of doctors--what makes them tick, scheme, hurt . . . and love. From the crucible of med school's merciless training through the demanding hours of internship and residency to the triumphs--and sometimes tragedies--beyond, ""Doctors"" brings to vivid life the men and women who seek to heal but who must first walk through fire. At the novel's heart is the unforgettable relationship of Barney Livingston and Laura Castellano, childhood friends who separately find unsettling celebrity and unsatisfying love--until their friendship ripens into passion. Yet even their devotion to each other, even their medical gifts may not be enough to save the one life they treasure above all others. ""Doctors"" --heartbreaking, witty, inspiring, and utterly, grippingly real--is a vibrant portrait that culminates in a murder, a trial . . . and a miracle.""A superior story . . . A moving and compelling novel of doctors and their fears--how they confront them or are confounded by them.""-- ""UPI.""""Segal's best work to date.""-- ""New York Post""",0553278118,9780553278118),Paperback,,675 pages,"
            Published
        July 19th 1989
         by Bantam

            
              (first published 1988)
            
","['Fiction', 'Romance', 'Medical', 'Drama']"
25378,"
      The Dirt: Confessions of the World's Most Notorious Rock Band
",Neil Strauss,"
  4.16
","

  29,910
  ratings
","

    1,873
    reviews
","Whiskey and porn stars, hot reds and car crashes, black leather and high heels, overdoses and death. This is the life of Mötley Crüe, the heaviest drinking, hardest fighting, most oversexed and arrogant band in the world. Their unbelievable exploits are the stuff of rock 'n' roll legend. They nailed the hottest chicks, started the bloodiest fights, partied with the biggest drug dealers, and got to know the inside of every jail cell from California to Japan. They have dedicated an entire career to living life to its extreme, from the greatest fantasies to the darkest tragedies. Tommy married two international sex symbols; Vince killed a man and lost a daughter to cancer; Nikki overdosed, rose from the dead, and then OD'd again the next day; and Mick shot a woman and tried to hang his own brother. But that's just the beginning. Fueled by every drug they could get their hands on and obscene amounts of alcohol, driven by fury and headed straight for hell, Mötley Crüe raged through two decades, leaving behind a trail of debauched women, trashed hotel rooms, crashed cars, psychotic managers, and broken bones that has left the music industry cringing to this day. All these unspeakable acts, not to mention their dire consequences, are laid bare in The Dirt.Here -- directly from Nikki, Vince, Tommy, and Mick -- is the unexpurgated version of the whole glorious, gut-wrenching story. In these pages, published for the first time anywhere, are Tommy Lee's letters to Pamela Anderson from prison: Mick's confession to having an incurable disease that is slowly killing him; Vince's experience burying his own daughter -- and the train wreck that his life became afterward; and Nikki's anguished struggle to deal with an entire life fueled by anger over his childhood abandonment, his discovery of the family he never knew he had -- and his subsequent loss of them. And all of it accompanied by scores of rare, never-before-published photographs, mug shots, and handwritten lyrics. No one is spared. Not David Lee Roth, Ozzy Osbourne, Vanity, Aerosmith, Heather Locklear, AC/DC, Lita Ford, Iron Maiden, Pamela Anderson, Guns N' Roses, Donna D'Errico, RATT, or those two girls from Dallas, Texas.Make no mistake about it: these guys are geniuses. They invented glam metal and then left it in the dust; sold more than forty million albums from Shout at the Devil to Dr. Feelgood; toured the world dozen times and have the scars to prove it; and maintained a rabid following in an era of throwaway pop stars. Mötley Crüe has done nothing less than tattoo the psyche of the entire MTV generation. They are the ultimate rock 'n' roll band. And if you don't believe it, read The Dirt. You don't know what decadence is...",0060989157,9780060989156),Paperback,,431 pages,"
            Published
        July 9th 2002
         by Dey Street Books

            
              (first published 2001)
            
","['Music', 'Nonfiction', 'Biography', 'Autobiography', 'Memoir']"
7387900-gazing-into-the-eternal,"
      Gazing Into the Eternal
",Belzebuub,"
  4.59
","

  70
  ratings
","

    26
    reviews
","From the back cover of Belzebuub's Gazing into the Eternal: Within you lies a latent potential far greater than you realize. Your life is the most precious of gifts; it is an opportunity to find inner peace, a pathway to explore the spiritual, and a tool to probe the deepest mysteries of life and death. From the cause of suffering and the dire state of our world, to overcoming negativity and achieving spiritual awakening, Belzebuub answers some of the deepest questions we face to reveal the existence of Gnosis, the knowledge of the heart and how spirituality is an objective, personal search. Gain profound insight into life’s higher purpose and how to explore key spiritual mysteries with the tangible goal of attaining permanent happiness and inner peace.",0978986423,9780978986421),Paperback,,208 pages,"
            Published
        March 1st 2010
         by Absolute Publishing LLC

      ","['Spirituality', 'Religion']"
17830325-all-hallows-eve,"
      All Hallows Eve
",Chelsea Luna,"
  4.31
","

  488
  ratings
","

    37
    reviews
","Halloween is fast approaching and, with it, Alexandria’s eighteenth birthday. Will Alex, Peter and James find Liam’s lost receptacle before the impending sacrifice on All Hallows Eve? Will the anger and darkness that’s plaguing Alex overcome her? Can Alex find a way to defeat Liam or will she suffer the consequences of so many pure blooded witches before her?All Hallows Eve is the gripping conclusion to the New England Witch Chronicles Series. For more information, please visit: www.chelseabellingeri.com",,,,,,,"['Young Adult', 'Paranormal', 'Witches', 'Fantasy', 'Fantasy', 'Paranormal', 'Holiday', 'Halloween', 'Fantasy', 'Magic']"
380994,"
      A Lover's Discourse: Fragments
",Roland Barthes,"
  4.37
","

  6,545
  ratings
","

    476
    reviews
","A Lover's Discourse, at its 1978 publication, was revolutionary: Roland Barthes made unprecedented use of the tools of structuralism to explore the whimsical phenomenon of love. Rich with references ranging from Goethe's Werther to Winnicott, from Plato to Proust, from Baudelaire to Schubert, A Lover's Discourse artfully draws a portrait in which every reader will find echoes of themselves.",0374521611,9780374521615),Paperback,,234 pages,"
            Published
        1979
         by Hill and Wang

            
              (first published 1977)
            
","['Philosophy', 'Nonfiction', 'Writing', 'Essays', 'Philosophy', 'Theory', 'Cultural', 'France']"
23493509-meditation,"
      Meditation: Insights and Inspirations
",Amit Ray,"
  4.77
","

  131
  ratings
","

    34
    reviews
","In this beautiful and lucid guide, Dr. Amit Ray, presents a holistic, integrated, lifestyle oriented approach of meditation. With penetrating insights and wisdom, Ray reveals an integrated framework of meditation for living a happy and meaningful life. The book explains the bigger pictures of meditation as well as step-by-step techniques of meditation. By presenting the key meditation concepts clearly Dr. Ray enables readers to walk into the higher levels of meditation. Written in clear and concise language, and beautifully illustrated, the book is enjoyable to read and easy to practice. As you practice these meditations, a long lasting sense of well-being, manifests in your life. You may notice a sense of joyfulness entering your life along with an ability to appreciate the many gifts that surround you. This book will help both the beginners as well as the advanced practitioners of meditation.",9382123318,9789382123316),Paperback,Second Edition,146 pages,"
            Published
        April 21st 2015
         by Inner Light Publishers

            
              (first published 2010)
            
","['Spirituality', 'Inspirational', 'Self Help', 'Nonfiction']"
16055,"
      The Magician's Assistant
",Ann Patchett,"
  3.65
","

  31,130
  ratings
","

    3,115
    reviews
","Sabine-- twenty years a magician's assistant to her handsome, charming husband-- is suddenly a widow. In the wake of his death, she finds he has left a final trick; a false identity and a family allegedly lost in a tragic accident but now revealed as very much alive and well. Named as heirs in his will, they enter Sabine's life and set her on an adventure of unraveling his secrets, from sunny Los Angeles to the windswept plains of Nebraska, that will work its own sort of magic on her.",1857028155,9781857028157),Paperback,,357 pages,"
            Published
        1998
         by Fourth Estate

            
              (first published 1997)
            
","['Fiction', 'Literary Fiction', 'Contemporary']"
7381647-the-book-of-awesome,"
      The Book of Awesome
",Neil Pasricha,"
  3.82
","

  10,185
  ratings
","

    1,104
    reviews
","Based on the award-winning 10-million-plus-hit blog 1000awesomethings.com, The Book of Awesome is a high five for humanity and a big celebration of life's little moments: • Popping Bubble Wrap • Wearing underwear just out of the dryer • Fixing electronics by smacking them • Getting called up to the dinner buffet first at a wedding • Watching The Price Is Right when you're home sick • Hitting a bunch of green lights in a row • Waking up and realizing it's Saturday Sometimes it's easy to forget the things that make us smile. With a 24/7 news cycle reporting that the polar ice caps are melting, hurricanes are swirling in the seas, wars are heating up around the world, and the job market is in a deep freeze, it's tempting to feel that the world is falling apart. But awesome things are all around us-sometimes we just need someone to point them out.The Book of Awesome reminds us that the best things in life are free (yes, your grandma was right). With laugh-out-loud observations from award- winning comedy writer Neil Pasricha, The Book of Awesome is filled with smile-inducing moments on every page that make you feel like a kid looking at the world for the first time. Read it and you'll remember all the things there are to feel good about. The Book of Awesome reminds us of all the little things that we often overlook but that make us smile. With touching, warm, and funny observations, each entry ends with the big booming feeling you'll get when you read through them: AWESOME!",0399156518,9780399156519),Hardcover,,393 pages,"
            Published
        April 15th 2010
         by Putnam Adult

      ","['Nonfiction', 'Humor', 'Self Help']"
95784,"
      The Rape of Nanking
",Iris Chang,"
  4.12
","

  22,334
  ratings
","

    1,721
    reviews
","In December 1937, the Japanese army invaded the ancient city of Nanking, systematically raping, torturing, and murdering more than 300,000 Chinese civilians. This book tells the story from three perspectives: of the Japanese soldiers who performed it, of the Chinese civilians who endured it, and of a group of Europeans and Americans who refused to abandon the city and were able to create a safety zone that saved many.",0140277447,9780140277449),Paperback,,290 pages,"
            Published
        November 1st 1998
         by Penguin Books

            
              (first published 1997)
            
","['History', 'Nonfiction', 'Cultural', 'China', 'War', 'Cultural', 'Japan', 'War', 'World War II']"
15232939-new-yesterdays,"
      New Yesterdays
",Jim L. Wright,"
  4.27
","

  62
  ratings
","

    12
    reviews
","A young boy stumbles into a portal that transports him back in time more than a hundred years. The longer he stays, the stronger the bonds of friendship grow. Soon, he finds himself faced with a challenge that could change his life, and the lives of the ones he loves most forever. Will he be able to meet this challenge? This story presents a unique view of the life of the Cherokee Indians in the years leading up to the Great Removal and the Trail of Tears. Factual historical information and characters are used to make the story more real and entertaining.",1477494383,9781477494387),Paperback,,177 pages,"
            Published
        May 18th 2012
         by Createspace

            
              (first published February 18th 2012)
            
","['Science Fiction Fantasy', 'Fiction']"
