0,27371034
1,40121205
2,43700638
3,44575575
4,27774758
5,34511
6,9009637
7,15796700
8,4659
9,13453029
10,20801439
11,19549841
12,12983100
13,28009303
14,1499952
15,16429619
16,15055
17,4395
18,30008702
19,46601
20,618177
21,7913305
22,364826
23,11733930
24,37586
25,253058
26,43251704
27,88389
28,17673620
29,9804
30,7704143
31,17455585
32,14061955
33,45999008
34,18930938
35,17231
36,31408159
37,18754855
38,18136407
39,46760314
40,6567284
41,19161852
42,19183499
43,17798287
44,15768191
45,11987
46,16134551
47,18710853
48,14383
49,17383481
50,17936909
51,35508805
52,13402447
53,18500665
54,18404957
55,26119570
56,9305362
57,17158513
58,46360566
59,14061957
60,1772910
61,10016013
62,7170627
63,23769683
64,8434205
65,2179276
66,13519397
67,16109563
68,41128585
69,24856817
70,30165203
71,36381037
72,153795
73,6387565
74,20567969
75,35817844
76,16031258
77,682745
78,15992880
79,18498558
80,20903135
81,15158
82,55428
83,27619091
84,2750180
85,17377032
86,31215933
87,31921231
88,18720887
89,17387313
90,23258641
91,24920901
92,7592279
93,385228
94,5295735
95,24283871
96,21222015
97,25060793
98,153800
99,92057
100,920607
101,13183957
102,9533378
103,6600807
104,25051
105,7821447
106,10860399
107,535441
108,3384
109,12021
110,71332
111,18624197
112,7973
113,263050
114,662597
115,187650
116,34529
117,6547188
118,16117506
119,1301625
120,17322045
121,7748
122,3066
123,18874565
124,47916
125,78427
126,299869
127,28954189
128,40219600
129,25689074
130,125956
131,47370723
132,12432550
133,129617
134,71252
135,1584974
136,14567915
137,220968
138,33597279
139,600335
140,111021
141,16070143
142,13125234
143,2334751
144,15704001
145,9637479
146,712731
147,57460
148,22842297
149,28257707
150,6660747
151,37677
152,4583888
153,830616
154,69499
155,22031070
156,24956436
157,287633
158,13419125
159,1500209
160,72223
161,263985
162,42591805
163,25200
164,13495947
165,17608096
166,7557548
167,673657
168,18879761
169,66857
170,23279048
171,6424
172,28815
173,127584
174,1546936
175,9526658
176,107770
177,10872085
178,85867
179,10662420
180,298230
181,61049
182,653651
183,6433752
184,797165
185,595375
186,23223
187,411449
188,15742663
189,8957
190,19486
191,650775
192,5946
193,4831
194,23058402
195,5289
196,511614
197,10915
198,6702002
199,8442457
200,6736971
201,425029
202,9517
203,6224935
204,779509
205,40470
206,587582
207,14655460
208,17567854
209,17825487
210,18343754
211,8949
212,73070
213,26177993
214,46038037
215,17455815
216,9368401
217,106096
218,16158596
219,37426
220,2021816
221,113091
222,10079321
223,18214458
224,7981
225,2312458
226,23848145
227,80834
228,173233
229,25489134
230,34275232
231,121807
232,299215
233,121732
234,26435
235,3798703
236,41715111
237,17828418
238,286957
239,33124137
240,11592779
241,7147831
242,18187013
243,119825
244,11756117
245,33144
246,8087
247,9461872
248,20705702
249,3047849
250,596258
251,3980
252,25642968
253,18079728
254,12349
255,227350
256,25763894
257,206223
258,27854760
259,43015
260,4631
261,39290286
262,126151
263,402169
264,52872
265,18527307
266,52879
267,106540
268,253191
269,71811
270,165446
271,23267144
272,2870769
273,48082
274,13604070
275,285205
276,94329
277,17305079
278,304844
279,310826
280,18710121
281,32454521
282,32784266
283,21619
284,2105808
285,374928
286,2362997
287,33992
288,232631
289,16704501
290,739168
291,226796
292,284335
293,44415967
294,40642001
295,13279833
296,22358
297,7619398
298,10644930
299,10987
300,10988
301,10967
302,2832909
303,133738
304,21608
305,2344214
306,18853210
307,881902
308,18406639
309,25825065
310,242669
311,22263770
312,26088499
313,36668528
314,2016691
315,24113
316,101299
317,3805
318,5179
319,1182531
320,6385665
321,21569873
322,36447589
323,3867
324,116325
325,14596332
326,20744126
327,21400406
328,30659258
329,20576
330,16449
331,33536765
332,31840265
333,40795078
334,18423
335,17214
336,218427
337,3
338,7613
339,2767052
340,890
341,33
342,41865
343,17150
344,14
345,29920
346,6327989
347,108809
348,12875038
349,17384517
350,28695340
351,13607080
352,20642947
